poll_id,source,source_url,date,question_type,question_wording,topic,issue_area,support_pct,oppose_pct,net,sample_size,methodology,population,moe,tags,data_quality
PEW_20170709_018,Pew Research Center,https://www.people-press.org/wp-content/uploads/sites/4/2017/10/10-24-2017-typology-toplines-for-release.pdf,2017-07-09,favor,Jun 27-Jul 9 Apr 12-19 2017 20165 Is a good thing because it provides the U.S. with new markets and opportunities for growth [OR] Is a bad thing because it lowers wages and costs jobs in the U.S. Neither (VOL.) Don’t know/Refused (VOL.),economy,jobs,27,9,18,5009,phone,adults,,political_typology;2017,structured_poll
PEW_20170709_019,Pew Research Center,https://www.people-press.org/wp-content/uploads/sites/4/2017/10/10-24-2017-typology-toplines-for-release.pdf,2017-07-09,agree,"OFTVOTE How often would you say you vote... ? BASED ON REGISTERED VOTERS [N=4,152] Always Nearly always Part of the time Seldom",general_politics,general_politics,8,9,-1,5009,phone,adults,,political_typology;2017,structured_poll
PEW_20170709_020,Pew Research Center,https://www.people-press.org/wp-content/uploads/sites/4/2017/10/10-24-2017-typology-toplines-for-release.pdf,2017-07-09,agree,Would you say you follow what’s going on in government and public affairs ? Most of,government_role,government_general,8,9,-1,5009,phone,adults,,political_typology;2017,structured_poll
PEW_20170709_021,Pew Research Center,https://www.people-press.org/wp-content/uploads/sites/4/2017/10/10-24-2017-typology-toplines-for-release.pdf,2017-07-09,favor,"UNfavorable, or very unfavorable? How about [NEXT NAME]? very favorable, mostly favorable, mostly UNfavorable, or very unfavorable?]",general_politics,general_politics,27,9,18,5009,phone,adults,,political_typology;2017,structured_poll
PEW_20170709_022,Pew Research Center,https://www.people-press.org/wp-content/uploads/sites/4/2017/10/10-24-2017-typology-toplines-for-release.pdf,2017-07-09,agree,the worse] or don’t you think he has changed the Republican Party much either way? Jun 27-Jul 9 2017 Changed for the better Changed for the worse Hasn’t changed Republican Party much either way Don't know/Refused (VOL.) NO QUESTIONS 47-49,political_parties,parties_general,27,9,18,5009,phone,adults,,political_typology;2017,structured_poll
PEW_20170709_023,Pew Research Center,https://www.people-press.org/wp-content/uploads/sites/4/2017/10/10-24-2017-typology-toplines-for-release.pdf,2017-07-09,agree,r. Stricter environmental laws and regulations cost too many jobs and hurt the economy Stricter environmental laws and regulations are worth the cost,economy,jobs,8,9,-1,5009,phone,adults,,political_typology;2017,structured_poll
PEW_20170709_024,Pew Research Center,https://www.people-press.org/wp-content/uploads/sites/4/2017/10/10-24-2017-typology-toplines-for-release.pdf,2017-07-09,agree,y. I'm generally satisfied with the way things are going for me financially I'm not very satisfied with my financial situation,economy,personal_finances,8,18,-10,5009,phone,adults,,political_typology;2017,structured_poll
PEW_20170709_025,Pew Research Center,https://www.people-press.org/wp-content/uploads/sites/4/2017/10/10-24-2017-typology-toplines-for-release.pdf,2017-07-09,agree,aa. It IS NOT necessary to believe in God in order to be moral and have good values It IS necessary to believe in God in order to be moral and have good values,religion,religion,8,9,-1,5009,phone,adults,,political_typology;2017,structured_poll
PEW_20170709_026,Pew Research Center,https://www.people-press.org/wp-content/uploads/sites/4/2017/10/10-24-2017-typology-toplines-for-release.pdf,2017-07-09,agree,"cc. In foreign policy, the U.S. should take into account the interests of its allies even if it means making compromises with them In foreign policy, the U.S. should follow its OWN national interests even when its allies strongly disagree",foreign_policy,foreign_policy_general,8,9,-1,5009,phone,adults,,political_typology;2017,structured_poll
PEW_20170709_027,Pew Research Center,https://www.people-press.org/wp-content/uploads/sites/4/2017/10/10-24-2017-typology-toplines-for-release.pdf,2017-07-09,agree,ee. It’s best for the future of our country to be active in world affairs We should pay less attention to problems overseas and concentrate on problems here at home,foreign_policy,foreign_policy_general,8,9,-1,5009,phone,adults,,political_typology;2017,structured_poll
PEW_20170709_028,Pew Research Center,https://www.people-press.org/wp-content/uploads/sites/4/2017/10/10-24-2017-typology-toplines-for-release.pdf,2017-07-09,agree,hh. Our country has made the changes needed to give blacks equal rights with whites Our country needs to continue making changes to give blacks equal rights with whites,race_equality,race_equality,8,9,-1,5009,phone,adults,,political_typology;2017,structured_poll
PEW_20170709_029,Pew Research Center,https://www.people-press.org/wp-content/uploads/sites/4/2017/10/10-24-2017-typology-toplines-for-release.pdf,2017-07-09,agree,"How big a problem, if at all, is economic inequality in this country today? Is it Jun 27-Jul 9 2017 A very big problem A moderately big problem A small problem [OR]",economy,economy_general,27,9,18,5009,phone,adults,,political_typology;2017,structured_poll
PEW_20170709_030,Pew Research Center,https://www.people-press.org/wp-content/uploads/sites/4/2017/10/10-24-2017-typology-toplines-for-release.pdf,2017-07-09,agree,"E.2 Are you now enrolled in school, either full or part-time, or not?",education,education,27,9,18,5009,phone,adults,,political_typology;2017,structured_poll
PEW_20170709_031,Pew Research Center,https://www.people-press.org/wp-content/uploads/sites/4/2017/10/10-24-2017-typology-toplines-for-release.pdf,2017-07-09,agree,E.1 Are you now currently retired?,general_politics,general_politics,27,9,18,5009,phone,adults,,political_typology;2017,structured_poll
PEW_20170709_032,Pew Research Center,https://www.people-press.org/wp-content/uploads/sites/4/2017/10/10-24-2017-typology-toplines-for-release.pdf,2017-07-09,agree,"E.3 [IF E.1=1,2: Some people who have retired do some type of work for pay…/IF E.2=1,2 & E1=3,9:",general_politics,general_politics,27,9,18,5009,phone,adults,,political_typology;2017,structured_poll
PEW_20170709_033,Pew Research Center,https://www.people-press.org/wp-content/uploads/sites/4/2017/10/10-24-2017-typology-toplines-for-release.pdf,2017-07-09,agree,"E.11 Could your household cover expenses if you had to live ONLY off of savings for three months? (IF YES, ASK:) Could your household live off savings for six months? [INSTRUCTION IF YES TO THREE MONTHS: If respondent is not sure about six months follow up, punch 2]",general_politics,general_politics,27,9,18,5009,phone,adults,,political_typology;2017,structured_poll
PEW_20170709_034,Pew Research Center,https://www.people-press.org/wp-content/uploads/sites/4/2017/10/10-24-2017-typology-toplines-for-release.pdf,2017-07-09,agree,jj. Religion should be kept separate from government policies Government policies should support religious values and beliefs,government_role,government_general,8,18,-10,5009,phone,adults,,political_typology;2017,structured_poll
PEW_20170709_035,Pew Research Center,https://www.people-press.org/wp-content/uploads/sites/4/2017/10/10-24-2017-typology-toplines-for-release.pdf,2017-07-09,agree,ll. The economic system in this country unfairly favors powerful interests The economic system in this country is generally fair to most Americans,economy,economy_general,8,9,-1,5009,phone,adults,,political_typology;2017,structured_poll
PEW_20170709_036,Pew Research Center,https://www.people-press.org/wp-content/uploads/sites/4/2017/10/10-24-2017-typology-toplines-for-release.pdf,2017-07-09,agree,Jun 27-Jul 9 2017,general_politics,general_politics,18,22,-4,5009,phone,adults,,political_typology;2017,structured_poll
PEW_20170709_037,Pew Research Center,https://www.people-press.org/wp-content/uploads/sites/4/2017/10/10-24-2017-typology-toplines-for-release.pdf,2017-07-09,agree,mm. I like elected officials who make compromises with people they disagree with I like elected officials who stick to their positions,political_engagement,political_engagement,27,9,18,5009,phone,adults,,political_typology;2017,structured_poll
PEW_20170709_038,Pew Research Center,https://www.people-press.org/wp-content/uploads/sites/4/2017/10/10-24-2017-typology-toplines-for-release.pdf,2017-07-09,agree,nn. The obstacles that once made it harder for women than men to get ahead are now largely gone There are still significant obstacles that make it harder for women to get ahead than men,general_politics,general_politics,8,9,-1,5009,phone,adults,,political_typology;2017,structured_poll
PEW_20170709_039,Pew Research Center,https://www.people-press.org/wp-content/uploads/sites/4/2017/10/10-24-2017-typology-toplines-for-release.pdf,2017-07-09,agree,pp. There are clear solutions to most big issues facing the country today Most big issues facing the country today don’t have clear solutions,general_outlook,right_track_wrong_track,27,9,18,5009,phone,adults,,political_typology;2017,structured_poll
PEW_20170709_040,Pew Research Center,https://www.people-press.org/wp-content/uploads/sites/4/2017/10/10-24-2017-typology-toplines-for-release.pdf,2017-07-09,agree,"qq. America’s openness to people from all over the world is essential to who we are as a nation If America is too open to people from all over the world, we risk losing our identity as a nation",general_politics,general_politics,27,9,18,5009,phone,adults,,political_typology;2017,structured_poll
PEW_20170709_041,Pew Research Center,https://www.people-press.org/wp-content/uploads/sites/4/2017/10/10-24-2017-typology-toplines-for-release.pdf,2017-07-09,agree,rr. Voting gives people like me some say about how government runs things Voting by people like me doesn’t really affect how government runs things,government_role,government_general,27,9,18,5009,phone,adults,,political_typology;2017,structured_poll
PEW_20170709_042,Pew Research Center,https://www.people-press.org/wp-content/uploads/sites/4/2017/10/10-24-2017-typology-toplines-for-release.pdf,2017-07-09,agree,RANDOMIZE] Jun 27-Jul 9 2017 Working to train people in the skills needed for jobs that are in demand Working to bring back or save the kinds of jobs that match the skills people already have Don’t know/Refused (VOL.),economy,jobs,27,9,18,5009,phone,adults,,political_typology;2017,structured_poll
PEW_20170709_043,Pew Research Center,https://www.people-press.org/wp-content/uploads/sites/4/2017/10/10-24-2017-typology-toplines-for-release.pdf,2017-07-09,agree,"year have you [INSERT ITEM; RANDOMIZE], or not? And over the last year have you [INSERT NEXT ITEM], or not? Yes, have done this No have not done this",general_politics,general_politics,27,9,18,5009,phone,adults,,political_typology;2017,structured_poll
PEW_20170709_044,Pew Research Center,https://www.people-press.org/wp-content/uploads/sites/4/2017/10/10-24-2017-typology-toplines-for-release.pdf,2017-07-09,agree,"And since the November presidential election, have you attended a political event, rally or organized protest, or have you not attended any of these types of events since then? ASK PHASE B IF ATTENDED SINCE NOV (Q.B54=1) [N=386]: And would you say this has been ? ]?",general_politics,general_politics,27,9,18,5009,phone,adults,,political_typology;2017,structured_poll
PEW_20170709_045,Pew Research Center,https://www.people-press.org/wp-content/uploads/sites/4/2017/10/10-24-2017-typology-toplines-for-release.pdf,2017-07-09,agree,"would [RANDOMIZE; KEEP IN SAME ORDER FOR BOTH ITEMS: put a strain on your friendship, make your friendship stronger] or would it not have any effect on your friendship? Put a strain Make friendship",general_politics,general_politics,27,9,18,5009,phone,adults,,political_typology;2017,structured_poll
PEW_20170709_046,Pew Research Center,https://www.people-press.org/wp-content/uploads/sites/4/2017/10/10-24-2017-typology-toplines-for-release.pdf,2017-07-09,agree,"REVERSE ORDER FOR HALF OF SAMPLE] The U.S. The U.S. is one of stands above the greatest countries There are other all other countries in the world, along countries better",general_politics,general_politics,8,18,-10,5009,phone,adults,,political_typology;2017,structured_poll
PEW_20170709_047,Pew Research Center,https://www.people-press.org/wp-content/uploads/sites/4/2017/10/10-24-2017-typology-toplines-for-release.pdf,2017-07-09,agree,"been getting warmer over the past few decades, or not? ASK PHASE A IF EARTH IS GETTING WARMER (Q.A77=1): [N=1,837]",foreign_policy,foreign_policy_general,27,16,11,5009,phone,adults,,political_typology;2017,structured_poll
PEW_20170709_048,Pew Research Center,https://www.people-press.org/wp-content/uploads/sites/4/2017/10/10-24-2017-typology-toplines-for-release.pdf,2017-07-09,agree,"been getting warmer over the past few decades, or not? ASK PHASE A IF EARTH IS NOT GETTING WARMER (Q.A77=2): [N=597] think it’s just not happening?",foreign_policy,foreign_policy_general,8,18,-10,5009,phone,adults,,political_typology;2017,structured_poll
PEW_20170709_049,Pew Research Center,https://www.people-press.org/wp-content/uploads/sites/4/2017/10/10-24-2017-typology-toplines-for-release.pdf,2017-07-09,agree,Which is the bigger problem for the country today? [RANDOMIZE OPTIONS] Jun 8-18 2017 People seeing discrimination where it really does NOT exist [OR] People not seeing discrimination where it really does exist Don’t know/Refused (VOL.) NO QUESTION 79,race_equality,race_equality,8,18,-10,5009,phone,adults,,political_typology;2017,structured_poll
PEW_20170709_050,Pew Research Center,https://www.people-press.org/wp-content/uploads/sites/4/2017/10/10-24-2017-typology-toplines-for-release.pdf,2017-07-09,agree,person or to let a guilty person go free? TREND FOR COMPARISON:,general_politics,general_politics,8,18,-10,5009,phone,adults,,political_typology;2017,structured_poll
PEW_20170709_051,Pew Research Center,https://www.people-press.org/wp-content/uploads/sites/4/2017/10/10-24-2017-typology-toplines-for-release.pdf,2017-07-09,agree,The Islamic religion is more likely than others to encourage violence among its believers The Islamic religion does not encourage violence more than others,crime_policing,crime_policing,8,18,-10,5009,phone,adults,,political_typology;2017,structured_poll
PEW_20170709_052,Pew Research Center,https://www.people-press.org/wp-content/uploads/sites/4/2017/10/10-24-2017-typology-toplines-for-release.pdf,2017-07-09,agree,PARTYLN As of today do you lean more to the Republican Party or more to the Democratic Party?,political_parties,parties_general,8,9,-1,5009,phone,adults,,political_typology;2017,structured_poll
PEW_20170709_053,Pew Research Center,https://www.people-press.org/wp-content/uploads/sites/4/2017/10/10-24-2017-typology-toplines-for-release.pdf,2017-07-09,right_track_wrong_track,"CB.1 All in all, are you satisfied or dissatisfied with the way things are going in your local community today?",general_outlook,right_track_wrong_track,15,21,-6,5009,phone,adults,,political_typology;2017,structured_poll
PEW_20170709_054,Pew Research Center,https://www.people-press.org/wp-content/uploads/sites/4/2017/10/10-24-2017-typology-toplines-for-release.pdf,2017-07-09,agree,"CB.4 Thinking now about different types of activities. For each of the following, please tell me if it is something you like a lot, like a little, dislike a little, or dislike a lot. First, [INSERT ITEM; RANDOMIZE]? How about [NEXT ITEM]? something you like a lot, like a little, dislike a little, or dislike a lot?] NET Like Like NET Dislike Dislike",general_politics,general_politics,15,21,-6,5009,phone,adults,,political_typology;2017,structured_poll
PEW_20170709_055,Pew Research Center,https://www.people-press.org/wp-content/uploads/sites/4/2017/10/10-24-2017-typology-toplines-for-release.pdf,2017-07-09,agree,"CB.9 The term “American Dream” can mean different things to different people. However you define it, do you believe … ? Fox News",media,media,15,21,-6,5009,phone,adults,,political_typology;2017,structured_poll
PEW_20170709_056,Pew Research Center,https://www.people-press.org/wp-content/uploads/sites/4/2017/10/10-24-2017-typology-toplines-for-release.pdf,2017-07-09,priority,"CB.10 I’m going to read you some ways people think about the American Dream, and for each one, tell me how important it is to your own view of the American Dream. First, [INSERT ITEM; RANDOMIZE] – is this essential, important but not essential, or not important to your own view of the American Dream? What about [NEXT ITEM]? Important, but Not",general_politics,general_politics,15,21,-6,5009,phone,adults,,political_typology;2017,structured_poll
PEW_20170709_057,Pew Research Center,https://www.people-press.org/wp-content/uploads/sites/4/2017/10/10-24-2017-typology-toplines-for-release.pdf,2017-07-09,agree,"CB.41 Do you currently have a valid United States passport, or not? CBS/NYT CBS/NYT CBS/NYT",general_politics,general_politics,15,21,-6,5009,phone,adults,,political_typology;2017,structured_poll
PEW_20170709_058,Pew Research Center,https://www.people-press.org/wp-content/uploads/sites/4/2017/10/10-24-2017-typology-toplines-for-release.pdf,2017-07-09,agree,OWNRENT Do you own or rent your home?,general_politics,general_politics,15,21,-6,5009,phone,adults,,political_typology;2017,structured_poll
PEW_20170709_059,Pew Research Center,https://www.people-press.org/wp-content/uploads/sites/4/2017/10/10-24-2017-typology-toplines-for-release.pdf,2017-07-09,agree,INVEST Do you have any money invested in the stock market – including retirement accounts like IRAs or 401ks – or not?,economy,economy_general,15,21,-6,5009,phone,adults,,political_typology;2017,structured_poll
PEW_20170709_060,Pew Research Center,https://www.people-press.org/wp-content/uploads/sites/4/2017/10/10-24-2017-typology-toplines-for-release.pdf,2017-07-09,agree,"CB.50 Do you have any major credit cards, or not? CBS News:",media,media,201,18,183,5009,phone,adults,,political_typology;2017,structured_poll
PEW_20170709_061,Pew Research Center,https://www.people-press.org/wp-content/uploads/sites/4/2017/10/10-24-2017-typology-toplines-for-release.pdf,2017-07-09,favor,"CB.71 In general, do you think affirmative action programs designed to increase the number of black and minority students on college campuses are a good thing or a bad thing?",race_equality,race_equality,15,21,-6,5009,phone,adults,,political_typology;2017,structured_poll
PEW_20170709_062,Pew Research Center,https://www.people-press.org/wp-content/uploads/sites/4/2017/10/10-24-2017-typology-toplines-for-release.pdf,2017-07-09,agree,"CB.82 From what you’ve read and heard, do you strongly support, somewhat support, somewhat oppose, or strongly oppose the Black Lives Matter movement? (SDT)",race_equality,race_equality,15,21,-6,5009,phone,adults,,political_typology;2017,structured_poll
PEW_20170709_063,Pew Research Center,https://www.people-press.org/wp-content/uploads/sites/4/2017/10/10-24-2017-typology-toplines-for-release.pdf,2017-07-09,agree,VET1 Have you or has anyone in your household ever served in the U.S. military or the military reserves? [IF YES: Is that you or someone else?],foreign_policy,foreign_policy_general,15,21,-6,5009,phone,adults,,political_typology;2017,structured_poll
PEW_20170709_064,Pew Research Center,https://www.people-press.org/wp-content/uploads/sites/4/2017/10/10-24-2017-typology-toplines-for-release.pdf,2017-07-09,agree,LABOR3 Have you or has your spouse ever been a member of a labor union?,general_politics,general_politics,15,21,-6,5009,phone,adults,,political_typology;2017,structured_poll
PEW_20170709_065,Pew Research Center,https://www.people-press.org/wp-content/uploads/sites/4/2017/10/10-24-2017-typology-toplines-for-release.pdf,2017-07-09,agree,"CB.92 Do you NOW smoke cigarettes every day, some days, or not at all?",general_politics,general_politics,15,21,-6,5009,phone,adults,,political_typology;2017,structured_poll
PEW_20170709_066,Pew Research Center,https://www.people-press.org/wp-content/uploads/sites/4/2017/10/10-24-2017-typology-toplines-for-release.pdf,2017-07-09,agree,"CB.93 Do you have a family member or close friend who is or has been addicted to drugs, or not?",general_politics,general_politics,15,21,-6,5009,phone,adults,,political_typology;2017,structured_poll
PEW_20210627_001,Pew Research Center,https://www.pewresearch.org/wp-content/uploads/sites/20/2021/11/PP_2021.11.09_political-typology_TOPLINE.pdf,2021-06-27,agree,"Which statement comes closer to your own view, even if neither is exactly right? Most people can be trusted You can’t be too careful in dealing with people No answer",government_role,trust_in_government,14,27,-13,10606,online_panel,adults,1.5,political_typology;2021,structured_poll
PEW_20210627_002,Pew Research Center,https://www.pewresearch.org/wp-content/uploads/sites/20/2021/11/PP_2021.11.09_political-typology_TOPLINE.pdf,2021-06-27,favor,"We'd like to get your feelings toward a number of groups in the U.S. on a “feeling thermometer.” A rating of zero degrees means you feel as cold and negative as possible. A rating of 100 degrees means you feel as warm and positive as possible. You would rate the group at 50 degrees if you don’t feel particularly positive or negative toward the group. [RANDOMIZE ITEMS] [Enter the number in the box between 0 and 100 that reflects your feelings] SOFT PROMPT TEXT: “Please enter the “degree” or number between 0 and 100 that reflects your feelings in the box. If you would like to skip, click Next.” PROGRAMMER NOTE: Also show Prompt if answer over 100 is entered. If after Prompt the answer is still over 100, record answer as is in the data and allow respondent to continue.",foreign_policy,foreign_policy_general,14,27,-13,10606,online_panel,adults,1.5,political_typology;2021,structured_poll
PEW_20210627_003,Pew Research Center,https://www.pewresearch.org/wp-content/uploads/sites/20/2021/11/PP_2021.11.09_political-typology_TOPLINE.pdf,2021-06-27,agree,"In general, would you say life in America today is better, worse, or about the same as it was 50 years ago for people like you? PHONE TREND FOR COMPARISON:",general_politics,general_politics,27,9,18,10606,online_panel,adults,1.5,political_typology;2021,structured_poll
PEW_20210627_004,Pew Research Center,https://www.pewresearch.org/wp-content/uploads/sites/20/2021/11/PP_2021.11.09_political-typology_TOPLINE.pdf,2021-06-27,agree,"Thinking about the Democratic and Republican parties, would you say there is… A great deal of difference in what they stand for A fair amount of difference in what they stand for Hardly any difference at all in what they stand for No answer",general_politics,general_politics,8,18,-10,10606,online_panel,adults,1.5,political_typology;2021,structured_poll
PEW_20210627_005,Pew Research Center,https://www.pewresearch.org/wp-content/uploads/sites/20/2021/11/PP_2021.11.09_political-typology_TOPLINE.pdf,2021-06-27,agree,"Which of these statements best describes your opinion about the United States? [RANDOMIZE RESPONSE OPTIONS 1-3 OR 3-1] The U.S. stands above all other countries in the world The U.S. is one of the greatest countries in the world, along with some others There are other countries that are better than the U.S. No answer",general_politics,general_politics,8,18,-10,10606,online_panel,adults,1.5,political_typology;2021,structured_poll
PEW_20210627_006,Pew Research Center,https://www.pewresearch.org/wp-content/uploads/sites/20/2021/11/PP_2021.11.09_political-typology_TOPLINE.pdf,2021-06-27,agree,The economic system in this country unfairly favors powerful interests The economic system in this country is generally fair to most Americans No answer,economy,economy_general,8,18,-10,10606,online_panel,adults,1.5,political_typology;2021,structured_poll
PEW_20210627_007,Pew Research Center,https://www.pewresearch.org/wp-content/uploads/sites/20/2021/11/PP_2021.11.09_political-typology_TOPLINE.pdf,2021-06-27,agree,"America’s openness to people from all over the world is essential to who we are as a nation If America is too open to people from all over the world, we risk losing our identity as a nation No answer",general_politics,general_politics,8,18,-10,10606,online_panel,adults,1.5,political_typology;2021,structured_poll
PEW_20210627_008,Pew Research Center,https://www.pewresearch.org/wp-content/uploads/sites/20/2021/11/PP_2021.11.09_political-typology_TOPLINE.pdf,2021-06-27,agree,Government is almost always wasteful and inefficient Government often does a better job than people give it credit for No answer,government_role,government_efficiency,8,18,-10,10606,online_panel,adults,1.5,political_typology;2021,structured_poll
PEW_20210627_009,Pew Research Center,https://www.pewresearch.org/wp-content/uploads/sites/20/2021/11/PP_2021.11.09_political-typology_TOPLINE.pdf,2021-06-27,agree,"Compromise in politics is really just selling out on what you believe in Compromise is how things get done in politics, even though it sometimes means sacrificing your beliefs No answer",political_engagement,political_engagement,8,18,-10,10606,online_panel,adults,1.5,political_typology;2021,structured_poll
PEW_20210627_010,Pew Research Center,https://www.pewresearch.org/wp-content/uploads/sites/20/2021/11/PP_2021.11.09_political-typology_TOPLINE.pdf,2021-06-27,agree,"Which statement comes closer to your own views — even if neither is exactly right? ASK IF “CHILDREN WITH TWO PARENTS ARE BETTER OFF” (PAR2CHILD=1) [N=5,654]: PAR2CHILDa If one parent is able to stay home to focus on the family, is it generally better if that parent is the... [RANDOMIZE OPTIONS 1 AND 2, WITH OPTION 3 ALWAYS LAST]",general_politics,general_politics,0,24,-24,10606,online_panel,adults,1.5,political_typology;2021,structured_poll
PEW_20210627_011,Pew Research Center,https://www.pewresearch.org/wp-content/uploads/sites/20/2021/11/PP_2021.11.09_political-typology_TOPLINE.pdf,2021-06-27,agree,"In the future, do you think... [RANDOMIZE] U.S. policies should try to keep it so America is the only military superpower It would be acceptable if another country became as militarily powerful as the U.S. No answer",foreign_policy,foreign_policy_general,8,18,-10,10606,online_panel,adults,1.5,political_typology;2021,structured_poll
PEW_20210627_012,Pew Research Center,https://www.pewresearch.org/wp-content/uploads/sites/20/2021/11/PP_2021.11.09_political-typology_TOPLINE.pdf,2021-06-27,agree,Should the government… [RANDOMIZE],government_role,government_general,3,15,-12,10606,online_panel,adults,1.5,political_typology;2021,structured_poll
PEW_20210627_013,Pew Research Center,https://www.pewresearch.org/wp-content/uploads/sites/20/2021/11/PP_2021.11.09_political-typology_TOPLINE.pdf,2021-06-27,agree,"In general, do you think people in influential and powerful positions throughout our society understand the challenges people like you face in their daily lives…",general_politics,general_politics,8,18,-10,10606,online_panel,adults,1.5,political_typology;2021,structured_poll
PEW_20210627_014,Pew Research Center,https://www.pewresearch.org/wp-content/uploads/sites/20/2021/11/PP_2021.11.09_political-typology_TOPLINE.pdf,2021-06-27,agree,Greater social acceptance of people who are transgender (people who identify as a gender that is different from the sex they were assigned at birth),lgbt_rights,transgender_rights,8,18,-10,10606,online_panel,adults,1.5,political_typology;2021,structured_poll
PEW_20210627_015,Pew Research Center,https://www.pewresearch.org/wp-content/uploads/sites/20/2021/11/PP_2021.11.09_political-typology_TOPLINE.pdf,2021-06-27,agree,Good-paying jobs requiring a college degree more often than they used to,economy,jobs,8,18,-10,10606,online_panel,adults,1.5,political_typology;2021,structured_poll
PEW_20210627_016,Pew Research Center,https://www.pewresearch.org/wp-content/uploads/sites/20/2021/11/PP_2021.11.09_political-typology_TOPLINE.pdf,2021-06-27,agree,An increase in the number of guns in the U.S.,gun_policy,gun_policy,8,18,-10,10606,online_panel,adults,1.5,political_typology;2021,structured_poll
PEW_20210627_017,Pew Research Center,https://www.pewresearch.org/wp-content/uploads/sites/20/2021/11/PP_2021.11.09_political-typology_TOPLINE.pdf,2021-06-27,concern,"How much of a problem, if any, would you say each of the following are in the country today? [ALWAYS ASK ITEMS IN THIS ORDER ON SAME PAGE] Major problem Minor problem Not a problem No answer a. People being too easily offended by things others say",general_outlook,right_track_wrong_track,8,18,-10,10606,online_panel,adults,1.5,political_typology;2021,structured_poll
PEW_20210627_018,Pew Research Center,https://www.pewresearch.org/wp-content/uploads/sites/20/2021/11/PP_2021.11.09_political-typology_TOPLINE.pdf,2021-06-27,priority,Society is better off if people make marriage and having children a priority Society is just as well off if people have priorities other than marriage and children No answer,priorities,priorities,8,18,-10,10606,online_panel,adults,1.5,political_typology;2021,structured_poll
PEW_20210627_019,Pew Research Center,https://www.pewresearch.org/wp-content/uploads/sites/20/2021/11/PP_2021.11.09_political-typology_TOPLINE.pdf,2021-06-27,agree,It’s not the government’s job to protect people from themselves Sometimes laws to protect people from themselves are necessary No answer,government_role,government_general,8,18,-10,10606,online_panel,adults,1.5,political_typology;2021,structured_poll
PEW_20210627_020,Pew Research Center,https://www.pewresearch.org/wp-content/uploads/sites/20/2021/11/PP_2021.11.09_political-typology_TOPLINE.pdf,2021-06-27,agree,Religion should be kept separate from government policies Government policies should support religious values and beliefs No answer,government_role,government_general,8,18,-10,10606,online_panel,adults,1.5,political_typology;2021,structured_poll
PEW_20210627_021,Pew Research Center,https://www.pewresearch.org/wp-content/uploads/sites/20/2021/11/PP_2021.11.09_political-typology_TOPLINE.pdf,2021-06-27,agree,Some say people are rich mostly because they had more advantages in life than other people. Others say people are rich mostly because they worked harder than other people. And some feel it is a combination of these factors. Where would you place yourself on this scale? [REVERSE ORDER FOR HALF BY FORM],general_politics,general_politics,6,19,-13,10606,online_panel,adults,1.5,political_typology;2021,structured_poll
PEW_20210627_022,Pew Research Center,https://www.pewresearch.org/wp-content/uploads/sites/20/2021/11/PP_2021.11.09_political-typology_TOPLINE.pdf,2021-06-27,agree,People like me just don’t get the respect we deserve in this country People like me generally get the respect we deserve in this country No answer,general_politics,general_politics,8,18,-10,10606,online_panel,adults,1.5,political_typology;2021,structured_poll
PEW_20210627_023,Pew Research Center,https://www.pewresearch.org/wp-content/uploads/sites/20/2021/11/PP_2021.11.09_political-typology_TOPLINE.pdf,2021-06-27,agree,How well does the REPUBLICAN PARTY represent the interests of people like you?,political_parties,parties_general,12,17,-5,10606,online_panel,adults,1.5,political_typology;2021,structured_poll
PEW_20210627_024,Pew Research Center,https://www.pewresearch.org/wp-content/uploads/sites/20/2021/11/PP_2021.11.09_political-typology_TOPLINE.pdf,2021-06-27,agree,"Which of the following statements comes closer to your own view – even if neither is exactly right? EXCPWER PHONE TREND FOR COMPARISON: As I read some pairs of statements, please tell me whether the FIRST statement or the SECOND statement comes closer to your own views — even if neither is exactly right. The first pair is . Voting gives people like me some say about how government runs things Voting by people like me doesn’t really affect how government runs things No answer",government_role,government_general,23,29,-6,10606,online_panel,adults,1.5,political_typology;2021,structured_poll
PEW_20210627_025,Pew Research Center,https://www.pewresearch.org/wp-content/uploads/sites/20/2021/11/PP_2021.11.09_political-typology_TOPLINE.pdf,2021-06-27,concern,"As of today do you lean more to…14 Something No Lean Lean Republican Democrat Independent else answer Rep Dem 27 31 27 13 2 17 20 12 In February 2017, item was asked as a standalone question. 13 In August 2016, the first statement read: “Many of the country’s problems could be dealt with more effectively if U.S. presidents didn’t have to worry so much about Congress or the Supreme Court.” 14 Party and Partyln asked in a prior survey. EXCPWER continued… Many of the country’s problems could be dealt with more effectively if U.S. presidents didn’t have to worry so much about Congress or the courts It would be too risky to give U.S. presidents more power to deal directly with many of the country’s problems (VOL.) Both/Neither/ DK/Ref",general_politics,general_politics,7,14,-7,10606,online_panel,adults,1.5,political_typology;2021,structured_poll
PEW_20210627_026,Pew Research Center,https://www.pewresearch.org/wp-content/uploads/sites/20/2021/11/PP_2021.11.09_political-typology_TOPLINE.pdf,2021-06-27,priority,"Regardless of how much time you spend doing it, how important, if at all, are each of the following to you personally? [RANDOMIZE ITEMS; SPLIT OVER TWO SCREENS] One of the most important things Very important but not the most important Somewhat important Not important No answer a. Practicing your religious faith",religion,religion,13,19,-6,10606,online_panel,adults,1.5,political_typology;2021,structured_poll
