measure_id,state,year,election_date,election_type,measure_name,wording,summary,topic,subtopic,passed,support_pct,oppose_pct,threshold,margin,votes_for,votes_against,total_votes,partisan_leans,campaign_contributions,tags,source_url,notes
ID_2018_Proposition1,ID,2018,2018-11-08,general,Proposition 1,,2018 Idaho Proposition 1,government,,,,,,,,,,,,unknown;2018;ID,https://en.wikipedia.org/wiki/2018_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
ID_2018_Proposition2,ID,2018,2018-11-08,general,Proposition 2,,2018 Idaho Proposition 2,government,,,,,,,,,,,,unknown;2018;ID,https://en.wikipedia.org/wiki/2018_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
KY_2018_Amendment1,KY,2018,2018-11-08,general,Amendment 1,,2018 Kentucky Amendment 1,government,,,,,,,,,,,,unknown;2018;KY,https://en.wikipedia.org/wiki/2018_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
MA_2018_Question3,MA,2018,2018-11-08,general,Question 3,,2018 Massachusetts Question 3,government,,,,,,,,,,,,unknown;2018;MA,https://en.wikipedia.org/wiki/2018_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
MO_2018_PropositionA,MO,2018,2018-11-08,general,Proposition A,,2018 Missouri Proposition A,government,,,,,,,,,,,,unknown;2018;MO,https://en.wikipedia.org/wiki/2018_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
OK_2018_StateQuestio,OK,2018,2018-11-08,general,State Question 788,,2018 Oklahoma State Question 788,government,,,,,,,,,,,,unknown;2018;OK,https://en.wikipedia.org/wiki/2018_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
OR_2018_BallotMeasur,OR,2018,2018-11-08,general,Ballot Measure 102,,2018 Oregon Ballot Measure 102,voting_rights,,,,,,,,,,,,unknown;2018;OR,https://en.wikipedia.org/wiki/2018_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
UT_2018_Proposition4,UT,2018,2018-11-08,general,Proposition 4,,2018 Utah Proposition 4,government,,,,,,,,,,,,unknown;2018;UT,https://en.wikipedia.org/wiki/2018_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
WA_2018_Initiative16,WA,2018,2018-11-08,general,Initiative 1631,,2018 Washington Initiative 1631,government,,,,,,,,,,,,unknown;2018;WA,https://en.wikipedia.org/wiki/2018_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
CA_2016_Proposition5,CA,2016,2016-11-08,general,Proposition 50,,2016 California Proposition 50,government,,,,,,,,,,,,unknown;2016;CA,https://en.wikipedia.org/wiki/2016_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
CA_2016_Proposition6,CA,2016,2016-11-08,general,Proposition 60,,2016 California Proposition 60,government,,,,,,,,,,,,unknown;2016;CA,https://en.wikipedia.org/wiki/2016_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
CO_2016_Amendment69,CO,2016,2016-11-08,general,Amendment 69,,2016 Colorado Amendment 69,government,,,,,,,,,,,,unknown;2016;CO,https://en.wikipedia.org/wiki/2016_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
FL_2016_Amendment1,FL,2016,2016-11-08,general,Amendment 1,,2016 Florida Amendment 1,government,,,,,,,,,,,,unknown;2016;FL,https://en.wikipedia.org/wiki/2016_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
FL_2016_Amendment2,FL,2016,2016-11-08,general,Amendment 2,,2016 Florida Amendment 2,government,,,,,,,,,,,,unknown;2016;FL,https://en.wikipedia.org/wiki/2016_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
ME_2016_Question1,ME,2016,2016-11-08,general,Question 1,,2016 Maine Question 1,government,,,,,,,,,,,,unknown;2016;ME,https://en.wikipedia.org/wiki/2016_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
ME_2016_Question2,ME,2016,2016-11-08,general,Question 2,,2016 Maine Question 2,government,,,,,,,,,,,,unknown;2016;ME,https://en.wikipedia.org/wiki/2016_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
ME_2016_Question3,ME,2016,2016-11-08,general,Question 3,,2016 Maine Question 3,government,,,,,,,,,,,,unknown;2016;ME,https://en.wikipedia.org/wiki/2016_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
ME_2016_Question4,ME,2016,2016-11-08,general,Question 4,,2016 Maine Question 4,government,,,,,,,,,,,,unknown;2016;ME,https://en.wikipedia.org/wiki/2016_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
ME_2016_Question5,ME,2016,2016-11-08,general,Question 5,,2016 Maine Question 5,government,,,,,,,,,,,,unknown;2016;ME,https://en.wikipedia.org/wiki/2016_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
MA_2016_Question1,MA,2016,2016-11-08,general,Question 1,,2016 Massachusetts Question 1,government,,,,,,,,,,,,unknown;2016;MA,https://en.wikipedia.org/wiki/2016_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
MA_2016_Question2,MA,2016,2016-11-08,general,Question 2,,2016 Massachusetts Question 2,government,,,,,,,,,,,,unknown;2016;MA,https://en.wikipedia.org/wiki/2016_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
MA_2016_Question3,MA,2016,2016-11-08,general,Question 3,,2016 Massachusetts Question 3,government,,,,,,,,,,,,unknown;2016;MA,https://en.wikipedia.org/wiki/2016_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
MA_2016_Question4,MA,2016,2016-11-08,general,Question 4,,2016 Massachusetts Question 4,government,,,,,,,,,,,,unknown;2016;MA,https://en.wikipedia.org/wiki/2016_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
MT_2016_Initiative18,MT,2016,2016-11-08,general,Initiative 182,,2016 Montana Initiative 182,government,,,,,,,,,,,,unknown;2016;MT,https://en.wikipedia.org/wiki/2016_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
OK_2016_StateQuestio,OK,2016,2016-11-08,general,State Question 777,,2016 Oklahoma State Question 777,government,,,,,,,,,,,,unknown;2016;OK,https://en.wikipedia.org/wiki/2016_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
OR_2016_BallotMeasur,OR,2016,2016-11-08,general,Ballot Measure 97,,2016 Oregon Ballot Measure 97,voting_rights,,,,,,,,,,,,unknown;2016;OR,https://en.wikipedia.org/wiki/2016_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
WA_2016_Initiative73,WA,2016,2016-11-08,general,Initiative 732,,2016 Washington Initiative 732,government,,,,,,,,,,,,unknown;2016;WA,https://en.wikipedia.org/wiki/2016_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
AK_2014_Measure21,AK,2014,2014-11-08,general,Measure 2 [ 1 ],,2014 Alaska Measure 2 [ 1 ],government,,,,,,,,,,,,unknown;2014;AK,https://en.wikipedia.org/wiki/2014_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
CA_2014_Proposition1,CA,2014,2014-11-08,general,Proposition 1 [ 2 ],,2014 California Proposition 1 [ 2 ],government,,,,,,,,,,,,unknown;2014;CA,https://en.wikipedia.org/wiki/2014_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
CA_2014_Proposition2,CA,2014,2014-11-08,general,Proposition 2,,2014 California Proposition 2,government,,,,,,,,,,,,unknown;2014;CA,https://en.wikipedia.org/wiki/2014_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
CA_2014_Proposition4,CA,2014,2014-11-08,general,Proposition 41,,2014 California Proposition 41,government,,,,,,,,,,,,unknown;2014;CA,https://en.wikipedia.org/wiki/2014_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
ME_2014_Question15,ME,2014,2014-11-08,general,Question 1 [ 5 ],,2014 Maine Question 1 [ 5 ],government,,,,,,,,,,,,unknown;2014;ME,https://en.wikipedia.org/wiki/2014_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
MA_2014_Question1,MA,2014,2014-11-08,general,Question 1,,2014 Massachusetts Question 1,government,,,,,,,,,,,,unknown;2014;MA,https://en.wikipedia.org/wiki/2014_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
MA_2014_Question2,MA,2014,2014-11-08,general,Question 2,,2014 Massachusetts Question 2,government,,,,,,,,,,,,unknown;2014;MA,https://en.wikipedia.org/wiki/2014_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
MA_2014_Question3,MA,2014,2014-11-08,general,Question 3,,2014 Massachusetts Question 3,government,,,,,,,,,,,,unknown;2014;MA,https://en.wikipedia.org/wiki/2014_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
MA_2014_Question4,MA,2014,2014-11-08,general,Question 4,,2014 Massachusetts Question 4,government,,,,,,,,,,,,unknown;2014;MA,https://en.wikipedia.org/wiki/2014_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
OR_2014_BallotMeasur,OR,2014,2014-11-08,general,Ballot Measure 88,,2014 Oregon Ballot Measure 88,voting_rights,,,,,,,,,,,,unknown;2014;OR,https://en.wikipedia.org/wiki/2014_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
VA_2014_ballotmeasur,VA,2014,2014-11-08,general,ballot measures [ 6 ] [ 7 ],,2014 Virginia ballot measures [ 6 ] [ 7 ],voting_rights,,,,,,,,,,,,unknown;2014;VA,https://en.wikipedia.org/wiki/2014_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
AR_2012_Issue1anamen,AR,2012,2012-11-08,general,"Issue 1 , an amendment that would implement a half-cent sales tax",,"2012 Arkansas Issue 1 , an amendment that would implement a half-cent sales tax. This measure passed. [ 1 ]",taxes,,TRUE,,,,,,,,,,passed;2012;AR,https://en.wikipedia.org/wiki/2012_United_States_ballot_measures,Outcome: Passed. No vote percentages available.
AZ_2012_Proposition1,AZ,2012,2012-11-08,general,"Proposition 121 , a citizen-initiated constitutional amendment that would create a top-two primary system",,"2012 Arizona Proposition 121 , a citizen-initiated constitutional amendment that would create a top-two primary system. This measure failed. [ 2 ]",government,,FALSE,,,,,,,,,,failed;2012;AZ,https://en.wikipedia.org/wiki/2012_United_States_ballot_measures,Outcome: Failed. No vote percentages available.
CA_2012_Proposition2,CA,2012,2012-11-08,general,Proposition 28,,2012 California Proposition 28,government,,,,,,,,,,,,unknown;2012;CA,https://en.wikipedia.org/wiki/2012_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
CA_2012_Proposition3,CA,2012,2012-11-08,general,Proposition 30,,2012 California Proposition 30,government,,,,,,,,,,,,unknown;2012;CA,https://en.wikipedia.org/wiki/2012_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
CO_2012_Amendment64,CO,2012,2012-11-08,general,Amendment 64,,2012 Colorado Amendment 64,government,,,,,,,,,,,,unknown;2012;CO,https://en.wikipedia.org/wiki/2012_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
KY_2012_Amendment1,KY,2012,2012-11-08,general,Amendment 1,,2012 Kentucky Amendment 1,government,,,,,,,,,,,,unknown;2012;KY,https://en.wikipedia.org/wiki/2012_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
ME_2012_Question1Ani,ME,2012,2012-11-08,general,"Question 1 , An indirect initiated state statute that would legalize same-sex marriage in Maine",,"2012 Maine Question 1 , An indirect initiated state statute that would legalize same-sex marriage in Maine. It would allow the state government to be able to issue marriage-licenses to same-sex couple",civil_rights,,TRUE,,,,,,,,,,passed;2012;ME,https://en.wikipedia.org/wiki/2012_United_States_ballot_measures,Outcome: Passed. No vote percentages available.
MD_2012_Question6,MD,2012,2012-11-08,general,Question 6,,2012 Maryland Question 6,government,,,,,,,,,,,,unknown;2012;MD,https://en.wikipedia.org/wiki/2012_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
MA_2012_Question1,MA,2012,2012-11-08,general,Question 1,,2012 Massachusetts Question 1,government,,,,,,,,,,,,unknown;2012;MA,https://en.wikipedia.org/wiki/2012_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
MA_2012_Question2,MA,2012,2012-11-08,general,Question 2,,2012 Massachusetts Question 2,government,,,,,,,,,,,,unknown;2012;MA,https://en.wikipedia.org/wiki/2012_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
MA_2012_Question3,MA,2012,2012-11-08,general,Question 3,,2012 Massachusetts Question 3,government,,,,,,,,,,,,unknown;2012;MA,https://en.wikipedia.org/wiki/2012_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
MN_2012_Amendment1al,MN,2012,2012-11-08,general,"Amendment 1 , a legislatively-referred constitutional amendment that would prohibit s",,"2012 Minnesota Amendment 1 , a legislatively-referred constitutional amendment that would prohibit same-sex marriage in Minnesota by defining a marriage as being ""Solely Between One Man and One Woman""",civil_rights,,FALSE,,,,,,,,,,failed;2012;MN,https://en.wikipedia.org/wiki/2012_United_States_ballot_measures,Outcome: Failed. No vote percentages available.
NE_2012_Amendment4Le,NE,2012,2012-11-08,general,"Amendment 4 , Legislatively-referred constitutional amendment that would raise salaries of state legislators to $22,500 per year",,"2012 Nebraska Amendment 4 , Legislatively-referred constitutional amendment that would raise salaries of state legislators to $22,500 per year. This amendment failed. [ 5 ]",government,,FALSE,,,,,,,,,,failed;2012;NE,https://en.wikipedia.org/wiki/2012_United_States_ballot_measures,Outcome: Failed. No vote percentages available.
OR_2012_BallotMeasur,OR,2012,2012-11-08,general,Ballot Measure 80,,2012 Oregon Ballot Measure 80,voting_rights,,,,,,,,,,,,unknown;2012;OR,https://en.wikipedia.org/wiki/2012_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
UT_2012_AmendmentBal,UT,2012,2012-11-08,general,"Amendment B , a legislatively-referred constitutional amendment that would exempt those serving in the military from having to pay property taxes",,"2012 Utah Amendment B , a legislatively-referred constitutional amendment that would exempt those serving in the military from having to pay property taxes. This amendment passed. [ 6 ]",taxes,,TRUE,,,,,,,,,,passed;2012;UT,https://en.wikipedia.org/wiki/2012_United_States_ballot_measures,Outcome: Passed. No vote percentages available.
WY_2012_Constitution,WY,2012,2012-11-08,general,Constitutional Amendment A,,2012 Wyoming Constitutional Amendment A,government,,,,,,,,,,,,unknown;2012;WY,https://en.wikipedia.org/wiki/2012_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
AZ_2010_Proposition1,AZ,2010,2010-11-08,general,Proposition 100,,2010 Arizona Proposition 100,government,,,,,,,,,,,,unknown;2010;AZ,https://en.wikipedia.org/wiki/2010_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
AZ_2010_Proposition2,AZ,2010,2010-11-08,general,Proposition 203,,2010 Arizona Proposition 203,government,,,,,,,,,,,,unknown;2010;AZ,https://en.wikipedia.org/wiki/2010_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
CA_2010_Proposition1,CA,2010,2010-11-08,general,Proposition 14,,2010 California Proposition 14,government,,,,,,,,,,,,unknown;2010;CA,https://en.wikipedia.org/wiki/2010_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
CA_2010_Proposition2,CA,2010,2010-11-08,general,Proposition 20,,2010 California Proposition 20,government,,,,,,,,,,,,unknown;2010;CA,https://en.wikipedia.org/wiki/2010_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
CO_2010_Amendment62,CO,2010,2010-11-08,general,Amendment 62,,2010 Colorado Amendment 62,government,,,,,,,,,,,,unknown;2010;CO,https://en.wikipedia.org/wiki/2010_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
MA_2010_Question2,MA,2010,2010-11-08,general,Question 2,,2010 Massachusetts Question 2,government,,,,,,,,,,,,unknown;2010;MA,https://en.wikipedia.org/wiki/2010_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
MA_2010_Question1,MA,2010,2010-11-08,general,Question 1,,2010 Massachusetts Question 1,government,,,,,,,,,,,,unknown;2010;MA,https://en.wikipedia.org/wiki/2010_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
OK_2010_StateQuestio,OK,2010,2010-11-08,general,State Question 755,,2010 Oklahoma State Question 755,government,,,,,,,,,,,,unknown;2010;OK,https://en.wikipedia.org/wiki/2010_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
OR_2010_BallotMeasur,OR,2010,2010-11-08,general,Ballot Measures 66 and 67,,2010 Oregon Ballot Measures 66 and 67,voting_rights,,,,,,,,,,,,unknown;2010;OR,https://en.wikipedia.org/wiki/2010_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
AZ_2008_Proposition1,AZ,2008,2008-11-08,general,Proposition 102,,2008 Arizona Proposition 102,government,,,,,,,,,,,,unknown;2008;AZ,https://en.wikipedia.org/wiki/2008_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
CA_2008_Proposition1,CA,2008,2008-11-08,general,Proposition 1A,,2008 California Proposition 1A,government,,,,,,,,,,,,unknown;2008;CA,https://en.wikipedia.org/wiki/2008_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
CA_2008_Proposition2,CA,2008,2008-11-08,general,Proposition 2,,2008 California Proposition 2,government,,,,,,,,,,,,unknown;2008;CA,https://en.wikipedia.org/wiki/2008_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
CA_2008_Proposition3,CA,2008,2008-11-08,general,Proposition 3,,2008 California Proposition 3,government,,,,,,,,,,,,unknown;2008;CA,https://en.wikipedia.org/wiki/2008_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
CA_2008_Proposition4,CA,2008,2008-11-08,general,Proposition 4 [ 2 ],,2008 California Proposition 4 [ 2 ],government,,,,,,,,,,,,unknown;2008;CA,https://en.wikipedia.org/wiki/2008_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
CA_2008_Proposition5,CA,2008,2008-11-08,general,Proposition 5,,2008 California Proposition 5,government,,,,,,,,,,,,unknown;2008;CA,https://en.wikipedia.org/wiki/2008_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
CA_2008_Proposition6,CA,2008,2008-11-08,general,Proposition 6,,2008 California Proposition 6,government,,,,,,,,,,,,unknown;2008;CA,https://en.wikipedia.org/wiki/2008_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
CA_2008_Proposition7,CA,2008,2008-11-08,general,Proposition 7,,2008 California Proposition 7,government,,,,,,,,,,,,unknown;2008;CA,https://en.wikipedia.org/wiki/2008_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
CA_2008_Proposition8,CA,2008,2008-11-08,general,Proposition 8 [ 3 ],,2008 California Proposition 8 [ 3 ],government,,,,,,,,,,,,unknown;2008;CA,https://en.wikipedia.org/wiki/2008_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
CA_2008_Propositions,CA,2008,2008-11-08,general,"Propositions 94, 95, 96, and 97",,"2008 California Propositions 94, 95, 96, and 97",government,,,,,,,,,,,,unknown;2008;CA,https://en.wikipedia.org/wiki/2008_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
CA_2008_Proposition9,CA,2008,2008-11-08,general,Proposition 91,,2008 California Proposition 91,government,,,,,,,,,,,,unknown;2008;CA,https://en.wikipedia.org/wiki/2008_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
CO_2008_Amendment46,CO,2008,2008-11-08,general,Amendment 46,,2008 Colorado Amendment 46,government,,,,,,,,,,,,unknown;2008;CO,https://en.wikipedia.org/wiki/2008_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
CO_2008_Amendment47,CO,2008,2008-11-08,general,Amendment 47,,2008 Colorado Amendment 47,government,,,,,,,,,,,,unknown;2008;CO,https://en.wikipedia.org/wiki/2008_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
CO_2008_Amendment48,CO,2008,2008-11-08,general,Amendment 48,,2008 Colorado Amendment 48,government,,,,,,,,,,,,unknown;2008;CO,https://en.wikipedia.org/wiki/2008_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
CO_2008_Amendment49,CO,2008,2008-11-08,general,Amendment 49,,2008 Colorado Amendment 49,government,,,,,,,,,,,,unknown;2008;CO,https://en.wikipedia.org/wiki/2008_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
CO_2008_Amendment50,CO,2008,2008-11-08,general,Amendment 50,,2008 Colorado Amendment 50,government,,,,,,,,,,,,unknown;2008;CO,https://en.wikipedia.org/wiki/2008_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
CO_2008_Amendment51,CO,2008,2008-11-08,general,Amendment 51,,2008 Colorado Amendment 51,government,,,,,,,,,,,,unknown;2008;CO,https://en.wikipedia.org/wiki/2008_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
CO_2008_Amendment52,CO,2008,2008-11-08,general,Amendment 52,,2008 Colorado Amendment 52,government,,,,,,,,,,,,unknown;2008;CO,https://en.wikipedia.org/wiki/2008_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
CO_2008_Amendment54,CO,2008,2008-11-08,general,Amendment 54,,2008 Colorado Amendment 54,government,,,,,,,,,,,,unknown;2008;CO,https://en.wikipedia.org/wiki/2008_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
CO_2008_Amendment58,CO,2008,2008-11-08,general,Amendment 58,,2008 Colorado Amendment 58,government,,,,,,,,,,,,unknown;2008;CO,https://en.wikipedia.org/wiki/2008_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
CO_2008_Amendment59,CO,2008,2008-11-08,general,Amendment 59,,2008 Colorado Amendment 59,government,,,,,,,,,,,,unknown;2008;CO,https://en.wikipedia.org/wiki/2008_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
FL_2008_Amendment2,FL,2008,2008-11-08,general,Amendment 2,,2008 Florida Amendment 2,government,,,,,,,,,,,,unknown;2008;FL,https://en.wikipedia.org/wiki/2008_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
MA_2008_Question1,MA,2008,2008-11-08,general,Question 1,,2008 Massachusetts Question 1,government,,,,,,,,,,,,unknown;2008;MA,https://en.wikipedia.org/wiki/2008_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
MA_2008_Question2,MA,2008,2008-11-08,general,Question 2,,2008 Massachusetts Question 2,government,,,,,,,,,,,,unknown;2008;MA,https://en.wikipedia.org/wiki/2008_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
OR_2008_BallotMeasur,OR,2008,2008-11-08,general,Ballot Measure 54,,2008 Oregon Ballot Measure 54,voting_rights,,,,,,,,,,,,unknown;2008;OR,https://en.wikipedia.org/wiki/2008_United_States_ballot_measures,Outcome: unknown. No vote percentages available.
