measure_id,state,year,election_date,election_type,measure_name,wording,summary,topic,subtopic,passed,support_pct,oppose_pct,threshold,margin,votes_for,votes_against,total_votes,partisan_leans,campaign_contributions,tags,source_url,notes
AL_2024_Amendment1,AL,2024,2024-03-05,general,Amendment 1,,Exempts local laws or local constitutional amendments from the budget isolation resolution process.,government,,FALSE,48.69,51.31,50.0,-1.31,,,,,,government;2024;AL;failed,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,
AK_2024_Measure1,AK,2024,2024-11-05,general,Measure 1,,Increases the minimum wage to $15/hr (currently $11.73/hr) by July 2027; provides 40–56 hours of paid sick leave a year depending on employer size; protects employees from being required to attend meetings on political and religious matters.,minimum_wage,,TRUE,57.98,42.02,50.0,7.98,,,,,,minimum_wage;2024;AK;passed,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,
AZ_2024_Proposition1,AZ,2024,2024-11-05,general,Proposition 133,,"Require partisan primary elections for partisan offices and prohibit primary elections where all candidates, regardless of political party affiliation, run in the same primary election, such as top-two, top-four, and top-five primaries &#91; 1 &#93;",voting_rights,,FALSE,42.18,57.82,50.0,-7.82,,,,,,voting_rights;2024;AZ;failed,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,
AR_2024_Issue1,AR,2024,2024-08-06,general,Issue 1,,Allow proceeds from the state lottery to fund scholarships and grants for vocational-technical schools and technical institutes. &#91; 15 &#93;,education,,TRUE,89.19,10.41,50.0,39.19,,,,,,education;2024;AR;passed,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,
CA_2024_Proposition1,CA,2024,2024-03-05,general,Proposition 1,,Reforms the Mental Health Services Act and issues $6.38 billion in bonds for homeless individuals and veterans.,taxes,,TRUE,50.18,49.82,50.0,0.18,,,,,,taxes;2024;CA;passed,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,
CO_2024_Amendment79,CO,2024,2024-11-05,general,Amendment 79,,Enshrines abortion in the Colorado Constitution and allows the use of public funds for abortion healthcare &#91; 28 &#93;,abortion,,TRUE,61.97,38.03,50.0,11.97,,,,,,abortion;2024;CO;passed,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,
CT_2024_ConnecticutN,CT,2024,2024-11-05,general,Connecticut No-Excuse Absentee Voting Amendment,,"Authorize the Connecticut State Legislature to provide by law for no-excuse absentee voting , thereby allowing any voter to request a mail-in ballot . &#91; 42 &#93;",voting_rights,,TRUE,57.99,42.01,50.0,7.99,,,,,,voting_rights;2024;CT;passed,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,
FL_2024_Amendment1,FL,2024,2024-11-05,general,Amendment 1,,Make school board elections partisan beginning in the November 2026 general election and for primary elections nominating party candidates for the 2026 election. &#91; 43 &#93;,voting_rights,,FALSE,54.90,45.10,50.0,4.90,,,,,,voting_rights;2024;FL;failed,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,
GA_2024_Amendment1,GA,2024,2024-11-05,general,Amendment 1,,"Provide for a local option homestead property tax exemption and allowing a county, municipality, or school system to opt out of the exemption. &#91; 49 &#93;",taxes,,TRUE,62.92,37.08,50.0,12.92,,,,,,taxes;2024;GA;passed,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,
HI_2024_Amendment1,HI,2024,2024-11-05,general,Amendment 1,,Repeal Amendment 2 and the Legislature's ability reserve marriage to opposite-sex couples. &#91; 52 &#93;,civil_rights,,TRUE,55.94,44.06,50.0,5.94,,,,,,civil_rights;2024;HI;passed,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,
ID_2024_CitizenshipR,ID,2024,2024-11-05,general,Citizenship Requirement for Voting,,Prohibits state and local governments from allowing non-citizens to vote. &#91; 54 &#93;,voting_rights,,TRUE,64.93,35.07,50.0,14.93,,,,,,voting_rights;2024;ID;passed,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,
IL_2024_IllinoisAssi,IL,2024,2024-11-05,general,Illinois Assisted Reproductive Healthcare Advisory Question,,"Advise state officials to provide for medically assisted reproductive treatments, including in vitro fertilization , to be covered by any health insurance plan in Illinois that provides full coverage to pregnancy benefits. &#91; 56 &#93;",abortion,,TRUE,72.64,27.36,50.0,22.64,,,,,,abortion;2024;IL;passed,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,
IA_2024_Amendment1,IA,2024,2024-11-05,general,Amendment 1,,"Prohibits state and local governments from allowing non-citizens to vote, and would allow some 17-year-olds to vote in primaries, provided they turn 18 by the next general election. &#91; 60 &#93;",voting_rights,,TRUE,77.13,22.87,50.0,27.13,,,,,,voting_rights;2024;IA;passed,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,
KY_2024_Amendment1,KY,2024,2024-11-05,general,Amendment 1,,Prohibits state and local governments from allowing non-citizens to vote. &#91; 62 &#93;,government,,TRUE,62.43,37.57,50.0,12.43,,,,,,government;2024;KY;passed,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,
LA_2024_LouisianaOut,LA,2024,2024-11-05,general,Louisiana Outer Continental Shelf Revenues for Coastal Protection and Restoration Fund Amendment,,Require federal revenue received from alternative and renewable energy production in the Outer Continental Shelf (OCS) to be deposited in the Coastal Protection and Restoration Fund. &#91; 64 &#93;,environment,,TRUE,73.10,26.90,50.0,23.10,,,,,,environment;2024;LA;passed,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,
ME_2024_Question1,ME,2024,2024-11-05,general,Question 1,,"Limit the amount of campaign contributions to $5,000 from individuals and entities to political action committees that make independent expenditures. &#91; 69 &#93;",government,,TRUE,74.91,25.09,50.0,24.91,,,,,,government;2024;ME;passed,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,
MD_2024_Question1,MD,2024,2024-11-05,general,Question 1,,Enshrines abortion in the Maryland Constitution &#91; 75 &#93;,abortion,,TRUE,76.06,23.94,50.0,26.06,,,,,,abortion;2024;MD;passed,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,
MA_2024_Question1,MA,2024,2024-11-05,general,Question 1,,"Explicitly authorize the state auditor to audit the accounts, programs, activities, and functions of all departments, offices, commissions, institutions, and activities of the state legislature and any authorities or districts created by the state legislature. &#91; 76 &#93;",government,,TRUE,71.57,28.43,50.0,21.57,,,,,,government;2024;MA;passed,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,
MN_2024_MinnesotaAme,MN,2024,2024-11-05,general,Minnesota Amendment 1,,"Extend the dedication of revenue from the state-operated lottery to the Environment and Natural Resources Fund through December 31, 2050, increase the amount of money that can be spent from the fund each year from 5.5% to 7.0% of the fund's market value, and create a grant program to provide funding for projects related to addressing environmental issues in affected communities, environmental education, and natural resource conservation. &#91; 81 &#93;",education,,TRUE,82.64,17.36,50.0,32.64,,,,,,education;2024;MN;passed,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,
MO_2024_Amendment1,MO,2024,2024-08-06,general,Amendment 1,,Exempts childcare facilities from property taxes.,taxes,,FALSE,45.28,54.72,50.0,-4.72,,,,,,taxes;2024;MO;failed,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,
MT_2024_CI126,MT,2024,2024-11-05,general,CI-126,,Establish top-four primaries for federal and state offices in Montana &#91; 89 &#93;,government,,FALSE,48.91,51.09,50.0,-1.09,,,,,,government;2024;MT;failed,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,
NE_2024_Initiative43,NE,2024,2024-11-05,general,Initiative 434,,Prohibits abortion after the first trimester &#91; 92 &#93;,abortion,,TRUE,54.94,45.06,50.0,4.94,,,,,,abortion;2024;NE;passed,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,
NV_2024_Question1,NV,2024,2024-11-05,general,Question 1,,"Remove the constitutional status of the Board of Regents—which governs, controls, and manages the state universities in Nevada—thereby allowing the state legislature to review and change the governing organization of state universities. &#91; 98 &#93;",government,,FALSE,45.44,54.56,50.0,-4.56,,,,,,government;2024;NV;failed,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,
NH_2024_NewHampshire,NH,2024,2024-11-05,general,New Hampshire Increase Mandatory Retirement Age for Judges Amendment,,Increase the mandatory judicial retirement age from 70 to 75. &#91; 106 &#93;,government,,FALSE,65.60,34.30,50.0,15.60,,,,,,government;2024;NH;failed,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,
NM_2024_BondQuestion,NM,2024,2024-11-05,general,Bond Question 1,,"Authorize the state to issue $30,758,100 in bonds to fund senior citizens' facilities. &#91; 107 &#93;",taxes,,TRUE,70.21,29.79,50.0,20.21,,,,,,taxes;2024;NM;passed,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,
NY_2024_Proposal1,NY,2024,2024-11-05,general,Proposal 1,,"Prohibit a person's rights from being denied based on the person's reproductive choices, among others &#91; 115 &#93;",abortion,,TRUE,62.47,37.53,50.0,12.47,,,,,,abortion;2024;NY;passed,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,
NC_2024_CitizenshipR,NC,2024,2024-11-05,general,Citizenship Requirement for Voting Amendment,,Prohibit the state and local governments from allowing noncitizens to vote &#91; 116 &#93;,voting_rights,,TRUE,77.59,22.41,50.0,27.59,,,,,,voting_rights;2024;NC;passed,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,
ND_2024_InitiatedMea,ND,2024,2024-06-11,general,Initiated Measure 1,,Creates an age limit of 81 for congressional officeholders.,government,,TRUE,60.84,39.16,50.0,10.84,,,,,,government;2024;ND;passed,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,
OH_2024_Issue1,OH,2024,2024-11-05,general,Issue 1,,"Establish the Ohio Citizens Redistricting Commission (CRC), a 15-member non-politician commission responsible for adopting state legislative and congressional redistricting plans. &#91; 122 &#93;",voting_rights,,FALSE,46.29,53.71,50.0,-3.71,,,,,,voting_rights;2024;OH;failed,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,
OK_2024_Question833,OK,2024,2024-11-05,general,Question 833,,Allows municipalities to create infrastructure districts with the ability to issue bonds,taxes,,FALSE,38.89,61.61,50.0,-11.11,,,,,,taxes;2024;OK;failed,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,
OR_2024_Measure115,OR,2024,2024-11-05,general,Measure 115,,"Allow the Oregon State Legislature to impeach and remove elected state executives, including the governor , secretary of state , attorney general , treasurer , and commissioner of labor and industries . &#91; 124 &#93;",labor,,TRUE,64.20,35.80,50.0,14.20,,,,,,labor;2024;OR;passed,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,
RI_2024_Question1,RI,2024,2024-11-05,general,Question 1,,Hold a state constitutional convention &#91; 129 &#93;,government,,FALSE,37.60,62.40,50.0,-12.40,,,,,,government;2024;RI;failed,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,
SC_2024_Amendment1,SC,2024,2024-11-05,general,Amendment 1,,Prohibits the state and local governments from allowing noncitizens to vote.,government,,TRUE,85.94,14.06,50.0,35.94,,,,,,government;2024;SC;passed,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,
SD_2024_AmendmentE,SD,2024,2024-11-05,general,Amendment E,,Amend the text of the South Dakota Constitution to change male pronouns to gender-neutral terms or titles &#91; 135 &#93;,government,,FALSE,42.62,57.38,50.0,-7.38,,,,,,government;2024;SD;failed,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,
UT_2024_AmendmentB,UT,2024,2024-11-05,general,Amendment B,,Increase the limit on annual distributions from the State School Fund for public education from 4% to 5% of the fund. &#91; 142 &#93;,education,,TRUE,71.38,28.62,50.0,21.38,,,,,,education;2024;UT;passed,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,
VA_2024_VirginiaProp,VA,2024,2024-11-05,general,Virginia Property Tax Exemption for Veterans and Surviving Spouses Amendment,,Amend language in the Virginia Constitution regarding property tax exemptions for veterans and surviving spouses to say died in the line of duty rather than killed in action. &#91; 144 &#93;,taxes,,TRUE,93.03,6.97,50.0,43.03,,,,,,taxes;2024;VA;passed,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,
WA_2024_Initiative20,WA,2024,2024-11-05,general,Initiative 2066,,"Prohibit state and local governments from restricting access to natural gas , prohibit the state building code council from discouraging or penalizing the use of natural gas in any building, require gas companies and utility companies, or any cities or towns that provide natural gas, to provide natural gas to any person or corporation even if other energy services or energy sources may be available and prohibit the Washington Utilities and Transportation Commission from approving any multiyear r",environment,,TRUE,51.71,48.29,50.0,1.71,,,,,,environment;2024;WA;passed,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,
WV_2024_Amendment1,WV,2024,2024-11-05,general,Amendment 1,,"Amend the West Virginia Constitution to prohibit people from participating in ""the practice of medically assisted suicide , euthanasia, or mercy killing of a person."" &#91; 149 &#93;",healthcare,,TRUE,50.44,49.56,50.0,0.44,,,,,,healthcare;2024;WV;passed,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,
WI_2024_Question1,WI,2024,2024-04-02,general,Question 1,,Prohibits governments in the state from applying or accepting non-governmental funds or equipment for election administration.,voting_rights,,TRUE,54.43,45.57,50.0,4.43,,,,,,voting_rights;2024;WI;passed,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,
WY_2024_AmendmentA,WY,2024,2024-11-05,general,Amendment A,,Separates residential property into its own class for purposes of property tax assessment,taxes,,TRUE,59.31,40.69,50.0,9.31,,,,,,taxes;2024;WY;passed,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,
DC_2024_Initiative83,DC,2024,2024-11-05,general,Initiative 83,,Allows independent voters to participate in partisan primaries and implements ranked-choice voting. &#91; 154 &#93;,voting_rights,,TRUE,72.89,27.11,50.0,22.89,,,,,,voting_rights;2024;DC;passed,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,
AZ_2024_Approved9179,AZ,2024,2024-11-05,general,Approved &#91; 7 &#93;,,Proposition 139,government,,TRUE,50.00,61.61,50.0,0.00,,,,,,government;2024;AZ;passed,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,
CO_2024_Approved9127,CO,2024,2024-11-05,general,Approved &#91; 27 &#93;,,Amendment 79,government,,TRUE,55.00,61.97,50.0,5.00,,,,,,government;2024;CO;passed,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,
FL_2024_Onballot,FL,2024,2024-11-05,general,On ballot,,Amendment 4,voting_rights,,TRUE,60.00,57.17,50.0,10.00,,,,,,voting_rights;2024;FL;passed,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,
HI_2024_Diedinlegisl,HI,2024,2024-11-05,general,Died in legislature,,Right to Abortion,abortion,,TRUE,50.00,50.00,50.0,0.00,,,,,,abortion;2024;HI;passed,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,
IA_2024_Diedinlegisl,IA,2024,2024-11-05,general,Died in legislature,,No State Constitutional Right to Abortion,abortion,,TRUE,50.00,50.00,50.0,0.00,,,,,,abortion;2024;IA;passed,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,
ME_2024_Diedinlegisl,ME,2024,2024-11-05,general,Died in legislature,,Right to Personal Reproductive Autonomy,abortion,,TRUE,50.00,50.00,50.0,0.00,,,,,,abortion;2024;ME;passed,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,
MD_2024_Approved9174,MD,2024,2024-11-05,general,Approved &#91; 74 &#93;,,Question 1,government,,TRUE,50.00,76.06,50.0,0.00,,,,,,government;2024;MD;passed,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,
MN_2024_Diedinlegisl,MN,2024,2024-11-05,general,Died in legislature,,Equal Under the Law,government,,TRUE,50.00,50.00,50.0,0.00,,,,,,government;2024;MN;passed,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,
MO_2024_Approved9116,MO,2024,2024-11-05,general,Approved &#91; 162 &#93;,,Amendment 3,government,,TRUE,50.00,51.60,50.0,0.00,,,,,,government;2024;MO;passed,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,
MT_2024_Approved,MT,2024,2024-11-05,general,Approved,,CI-128,government,,TRUE,50.00,57.76,50.0,0.00,,,,,,government;2024;MT;passed,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,
NE_2024_Approved,NE,2024,2024-11-05,general,Approved,,Initiative 434,government,,TRUE,50.00,54.94,50.0,0.00,,,,,,government;2024;NE;passed,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,
NV_2024_Approved9110,NV,2024,2024-11-05,general,"Approved, &#91; 103 &#93; must pass again in 2026 to be added.",,Question 6,government,,TRUE,50.00,64.36,50.0,0.00,,,,,,government;2024;NV;passed,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,
NY_2024_Approved,NY,2024,2024-11-05,general,Approved,,Proposal 1,government,,TRUE,50.00,62.47,50.0,0.00,,,,,,government;2024;NY;passed,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,
PA_2024_Notreapprove,PA,2024,2024-11-05,general,Not re-approved,,No State Constitutional Right to Abortion,abortion,,TRUE,50.00,50.00,50.0,0.00,,,,,,abortion;2024;PA;passed,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,
SD_2024_Failed,SD,2024,2024-11-05,general,Failed,,Amendment G,government,,TRUE,50.00,58.59,50.0,0.00,,,,,,government;2024;SD;passed,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,
WI_2024_Diedinlegisl,WI,2024,2024-11-05,general,Died in legislature,,14-Week Abortion Ban,abortion,,TRUE,50.00,50.00,50.0,0.00,,,,,,abortion;2024;WI;passed,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,
AZ_2024_Proposition3,AZ,2024,2024-11-05,general,Proposition 313,,Requires life imprisonment for people convicted of child sex trafficking.,crime,,TRUE,64.50,35.50,50.0,14.50,,,,,,crime;2024;AZ;passed,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,
CA_2024_Proposition6,CA,2024,2024-11-05,general,Proposition 6,,"Removed the penal exception clause from California's State Constitution, and constitutionally banned involuntary servitude as a whole.",government,,FALSE,53.30,46.70,50.0,3.30,,,,,,government;2024;CA;failed,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,
CO_2024_AmendmentI,CO,2024,2024-11-05,general,Amendment I,,Removes right to bail for first-degree murder when proof is evident.,government,,TRUE,68.30,31.70,50.0,18.30,,,,,,government;2024;CO;passed,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,
AK_2024_BallotMeasur,AK,2024,2024-11-08,general,Ballot Measure 1,,Increases the minimum wage to $15/hr (currently $11.73/hr) by July 2027; provides 40–56 hours of paid sick leave a year depending on employer size; protects employees from being required to attend meetings on political and religious matters.,voting_rights,,,,,,,,,,,,unknown;2024;AK,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,Outcome: On ballot. No vote percentages available.
CA_2024_Proposition3,CA,2024,2024-11-08,general,Proposition 32,,"Increases the minimum wage to $18/hr (currently $16/hr) by 2026, subject to annual increase based on inflation.",minimum_wage,,TRUE,,,,,,,,,,passed;2024;CA,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,Outcome: Approved &#91; 168 &#93;. No vote percentages available.
MA_2024_Question5,MA,2024,2024-11-08,general,Question 5,,Increases the minimum wage for tipped employees (currently $6.75/hr) to the state minimum wage of $15/hr by 2029 while continuing to permit tipping.,minimum_wage,,,,,,,,,,,,unknown;2024;MA,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,Outcome: On ballot. No vote percentages available.
MO_2024_PropositionA,MO,2024,2024-11-08,general,Proposition A,,Increases the minimum wage to $15/hr (currently $12.30/hr) by 2026; requires 1 hour of paid sick leave per 30 hours worked.,minimum_wage,,TRUE,,,,,,,,,,passed;2024;MO,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,Outcome: Approved &#91; 162 &#93;. No vote percentages available.
CO_2024_AmendmentJ,CO,2024,2024-11-08,general,Amendment J,,"Repeals 2006's Amendment 43 , which outlawed same-sex marriage in the state.",civil_rights,,TRUE,,,,,,,,,,passed;2024;CO,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,Outcome: Approved &#91; 27 &#93;. No vote percentages available.
HI_2024_2802HD1,HI,2024,2024-11-08,general,2802 HD1,,Repeals the state legislature's authority to restrict same-sex marriage.,civil_rights,,TRUE,,,,,,,,,,passed;2024;HI,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,Outcome: Approved &#91; 171 &#93;. No vote percentages available.
AR_2024_Issue3,AR,2024,2024-11-08,general,Issue 3,,Adds a new subsection to the state constitution that would prohibit legislators from changing or repealing constitutional amendments without approval from voters unless the amendment expressly allows them to do so. This measure also expands the current medical marijuana program to allow physicians to recommend marijuana to patients for any debillitating medical condition and allows the growing of up to 14 plants for patients at least 21 years of age.,voting_rights,,,,,,,,,,,,unknown;2024;AR,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,"Outcome: On ballot, votes will not be counted &#91; 172 &#93;. No vote percentages available."
FL_2024_Amendment3,FL,2024,2024-11-08,general,Amendment 3,,"Legalizes possession of up to 3 ounces of marijuana for adults aged 21 and over, allows Medical Marijuana Treatment Centers, and other state licensed entities, to acquire, process and distribute cannabis products.",drugs,,FALSE,,,,,,,,,,failed;2024;FL,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,Outcome: Failed &#91; 173 &#93;. No vote percentages available.
ND_2024_Constitution,ND,2024,2024-11-08,general,Constitutional Measure 5,,"Legalizes production, processing, and sale of marijuana for recreational use for adults 21 and older.",drugs,,FALSE,,,,,,,,,,failed;2024;ND,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,Outcome: Failed &#91; 176 &#93;. No vote percentages available.
SD_2024_InitiatedMea,SD,2024,2024-11-08,general,Initiated Measure 29,,"Legalizes the possession of, distribution and recreational usage of marijuana for adults 21 or older. &#91; 178 &#93;",drugs,,FALSE,,,,,,,,,,failed;2024;SD,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,Outcome: Failed &#91; 177 &#93;. No vote percentages available.
CO_2024_Proposition1,CO,2024,2024-11-05,general,Proposition 131,,Implements a top-four nonpartisan primary; with ranked-choice voting for the general election for state and federal offices. &#91; 184 &#93;,voting_rights,,FALSE,53.50,46.50,50.0,3.50,,,,,,voting_rights;2024;CO;failed,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,
MO_2024_Amendment7,MO,2024,2024-11-05,general,Amendment 7,,"Prohibits state and local governments from allowing non-citizens to vote , and ban ranked-choice voting in the state. &#91; 87 &#93;",voting_rights,,TRUE,68.40,31.60,50.0,18.40,,,,,,voting_rights;2024;MO;passed,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,
NV_2024_Question3,NV,2024,2024-11-05,general,Question 3,,Implements a top-five nonpartisan primary; with ranked-choice voting for the general election for state and federal offices. &#91; 184 &#93;,voting_rights,,FALSE,53.00,47.00,50.0,3.00,,,,,,voting_rights;2024;NV;failed,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,
OK_2024_StateQuestio,OK,2024,2024-11-05,general,State Question 834,,Prohibits state and local governments from allowing non-citizens to vote . &#91; 194 &#93;,government,,TRUE,80.70,19.30,50.0,30.70,,,,,,government;2024;OK;passed,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,
OR_2024_Measure117,OR,2024,2024-11-05,general,Measure 117,,Implements ranked-choice voting for primary and general elections for statewide executive and federal offices. &#91; 195 &#93;,voting_rights,,FALSE,57.70,42.30,50.0,7.70,,,,,,voting_rights;2024;OR;failed,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,
SC_2024_CitizenshipR,SC,2024,2024-11-05,general,Citizenship Requirement for Voting,,Prohibits state and local governments from allowing non-citizens to vote . &#91; 197 &#93;,voting_rights,,TRUE,85.90,14.10,50.0,35.90,,,,,,voting_rights;2024;SC;passed,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,
SD_2024_AmendmentH,SD,2024,2024-11-05,general,Amendment H,,"Implements top-two primaries for state, county, and federal offices. &#91; 199 &#93;",government,,FALSE,65.60,34.40,50.0,15.60,,,,,,government;2024;SD;failed,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,
WI_2024_CitizenshipV,WI,2024,2024-11-05,general,Citizenship Voting Requirement,,Prohibits state and local governments from allowing non-citizens to vote . &#91; 201 &#93;,voting_rights,,TRUE,70.50,29.50,50.0,20.50,,,,,,voting_rights;2024;WI;passed,https://en.wikipedia.org/wiki/2024_United_States_ballot_measures,
AL_2022_Amendment1,AL,2022,2022-11-08,general,Amendment 1,,"Authorize $85 Million in Bonds for Public Historical Sites and State Parks Amendment Sale and issuance of $85 million in bonds for improving, renovating, acquiring, constructing and maintenance of state parks and historical sites.",taxes,,TRUE,,,,,,,,,,passed;2022;AL,https://en.wikipedia.org/wiki/2022_United_States_ballot_measures,Outcome: Passed. No vote percentages available.
AL_2022_AlabamaQuest,AL,2022,2022-11-08,general,Alabama Question,,Alabama Recompiled Constitution Ratification Question Ratify the Constitution of Alabama of 2022 that was updated and recompiled. Remove racist language. Update or remove outdated language. Remove duplicate or repealed provisions. Arrange local amendments by county of application.,government,,TRUE,,,,,,,,,,passed;2022;AL,https://en.wikipedia.org/wiki/2022_United_States_ballot_measures,Outcome: Passed. No vote percentages available.
AL_2022_Amendment2,AL,2022,2022-11-08,general,Amendment 2,,Broadband Internet Infrastructure Funding Amendment Allow state and local governments to fund the provision or expansion of broadband infrastructure from the private or public sectors.,transportation,,TRUE,,,,,,,,,,passed;2022;AL,https://en.wikipedia.org/wiki/2022_United_States_ballot_measures,Outcome: Passed. No vote percentages available.
AL_2022_Amendment3,AL,2022,2022-11-08,general,Amendment 3,,Notice to Victim's Family Required for Commutation or Reprieve of Death Sentences Amendment Requires the Governor to notify the Attorney General and the victim's family before commuting or reprieving the death sentence of a person.,government,,TRUE,,,,,,,,,,passed;2022;AL,https://en.wikipedia.org/wiki/2022_United_States_ballot_measures,Outcome: Passed. No vote percentages available.
AL_2022_Amendment4,AL,2022,2022-11-08,general,Amendment 4,,Prohibit Changes to Election Conduct Laws within Six Months of General Elections Amendment Require any legislation that changes the conduct of a general election to be implemented at least six months before a general election.,voting_rights,,TRUE,,,,,,,,,,passed;2022;AL,https://en.wikipedia.org/wiki/2022_United_States_ballot_measures,Outcome: Passed. No vote percentages available.
AL_2022_Amendment5,AL,2022,2022-11-08,general,Amendment 5,,Remove Orphans' Business from Probate Court Jurisdiction Amendment Remove orphans' businesses from the jurisdiction of county probate courts.,government,,TRUE,,,,,,,,,,passed;2022;AL,https://en.wikipedia.org/wiki/2022_United_States_ballot_measures,Outcome: Passed. No vote percentages available.
AL_2022_Amendment6,AL,2022,2022-11-08,general,Amendment 6,,"Authorize Certain Cities to Use Special Property Tax Revenue to Pay for Capital Improvements Directly Amendment Allow certain cities to pass a special property tax to pay for capital improvements directly, instead of through paying through bonds or other forms of debt.",taxes,,TRUE,,,,,,,,,,passed;2022;AL,https://en.wikipedia.org/wiki/2022_United_States_ballot_measures,Outcome: Passed. No vote percentages available.
AL_2022_Amendment7,AL,2022,2022-11-08,general,Amendment 7,,Local Economic and Industrial Development Bonds and Financing Amendment Change the requirement for local governments to pay for economic and industrial development.,taxes,,TRUE,,,,,,,,,,passed;2022;AL,https://en.wikipedia.org/wiki/2022_United_States_ballot_measures,Outcome: Passed. No vote percentages available.
AL_2022_Amendment8,AL,2022,2022-11-08,general,Amendment 8,,"Public Service Commission to Regulate Private Sewer Systems in Shelby County Amendment Provide that the State Public Service Commission to regulate privately-owned sewer systems and plants in Shelby County, Alabama , including the charges and rates.",government,,TRUE,,,,,,,,,,passed;2022;AL,https://en.wikipedia.org/wiki/2022_United_States_ballot_measures,Outcome: Passed. No vote percentages available.
