poll_id,source,source_url,date,question_type,question_wording,topic,issue_area,support_pct,oppose_pct,net,sample_size,methodology,population,moe,tags,notes
CES_2016_approve_pres,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2016,approval,Approve of president's job performance,approval,presidential_approval,54.8,,,64600,online_panel,US adults,,ces;2016;approval,CES variable: pct_approve_pres. US adults 18+.
CES_2016_disapprove_pres,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2016,approval,Disapprove of president's job performance,approval,presidential_approval,45.2,,,64600,online_panel,US adults,,ces;2016;approval,CES variable: pct_disapprove_pres. US adults 18+.
CES_2016_somewhat_approve_pres,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2016,approval,Somewhat approve of president's job performance,approval,presidential_approval,24.0,,,64600,online_panel,US adults,,ces;2016;approval,CES variable: pct_somewhat_approve_pres. US adults 18+.
CES_2016_somewhat_disapprove_pres,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2016,approval,Somewhat disapprove of president's job performance,approval,presidential_approval,10.7,,,64600,online_panel,US adults,,ces;2016;approval,CES variable: pct_somewhat_disapprove_pres. US adults 18+.
CES_2016_strongly_approve_pres,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2016,approval,Strongly approve of president's job performance,approval,presidential_approval,30.8,,,64600,online_panel,US adults,,ces;2016;approval,CES variable: pct_strongly_approve_pres. US adults 18+.
CES_2016_strongly_disapprove_pres,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2016,approval,Strongly disapprove of president's job performance,approval,presidential_approval,34.5,,,64600,online_panel,US adults,,ces;2016;approval,CES variable: pct_strongly_disapprove_pres. US adults 18+.
CES_2016_economy_better,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2016,priority,Economy is better than last year,economy,economy_general,31.6,,,64600,online_panel,US adults,,ces;2016;economy,CES variable: pct_economy_better. US adults 18+.
CES_2016_economy_much_better,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2016,priority,Economy is much better than last year,economy,economy_general,5.3,,,64600,online_panel,US adults,,ces;2016;economy,CES variable: pct_economy_much_better. US adults 18+.
CES_2016_economy_much_worse,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2016,priority,Economy is much worse than last year,economy,economy_general,9.6,,,64600,online_panel,US adults,,ces;2016;economy,CES variable: pct_economy_much_worse. US adults 18+.
CES_2016_economy_same,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2016,priority,Economy is about the same as last year,economy,economy_general,35.0,,,64600,online_panel,US adults,,ces;2016;economy,CES variable: pct_economy_same. US adults 18+.
CES_2016_economy_worse,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2016,priority,Economy is worse than last year,economy,economy_general,33.4,,,64600,online_panel,US adults,,ces;2016;economy,CES variable: pct_economy_worse. US adults 18+.
CES_2016_enviro_airwateracts,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2016,favor,Support stricter air and water quality laws,environment,,58.4,41.6,16.8,64547,online_panel,US adults,,ces;2016;environment,CES variable: enviro_airwateracts. US adults 18+.
CES_2016_enviro_carbon,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2016,favor,Support limits on carbon emissions,environment,,68.1,31.9,36.2,64540,online_panel,US adults,,ces;2016;environment,CES variable: enviro_carbon. US adults 18+.
CES_2016_enviro_mpg_raise,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2016,favor,Support raising fuel efficiency standards,environment,,69.8,30.2,39.6,64544,online_panel,US adults,,ces;2016;environment,CES variable: enviro_mpg_raise. US adults 18+.
CES_2016_enviro_renewable,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2016,favor,Support requiring renewable energy,environment,,64.2,35.8,28.4,64534,online_panel,US adults,,ces;2016;environment,CES variable: enviro_renewable. US adults 18+.
CES_2016_military_democracy,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2016,favor,Use military to promote democracy abroad,foreign_policy,,14.9,85.1,-70.2,52899,online_panel,US adults,,ces;2016;foreign_policy,CES variable: military_democracy. US adults 18+.
CES_2016_military_genocide,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2016,favor,Use military to stop genocide,foreign_policy,,38.8,61.2,-22.4,52899,online_panel,US adults,,ces;2016;foreign_policy,CES variable: military_genocide. US adults 18+.
CES_2016_military_helpun,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2016,favor,Use military to help UN peacekeeping,foreign_policy,,45.7,54.3,-8.6,52899,online_panel,US adults,,ces;2016;foreign_policy,CES variable: military_helpun. US adults 18+.
CES_2016_military_oil,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2016,favor,Use military to secure oil supplies,foreign_policy,,18.0,82.0,-64.0,52899,online_panel,US adults,,ces;2016;foreign_policy,CES variable: military_oil. US adults 18+.
CES_2016_military_protectallies,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2016,favor,Use military to protect allies,foreign_policy,,71.8,28.2,43.6,52899,online_panel,US adults,,ces;2016;foreign_policy,CES variable: military_protectallies. US adults 18+.
CES_2016_military_terroristcamp,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2016,favor,Use military against terrorist camps,foreign_policy,,64.8,35.2,29.6,52899,online_panel,US adults,,ces;2016;foreign_policy,CES variable: military_terroristcamp. US adults 18+.
CES_2016_gaymarriage_legalize,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2016,favor,Support legalizing gay marriage,gay_marriage,,65.1,34.9,30.2,64125,online_panel,US adults,,ces;2016;gay_marriage,CES variable: gaymarriage_legalize. US adults 18+.
CES_2016_guns_assaultban,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2016,favor,Ban assault weapons,guns,,66.4,33.6,32.8,64151,online_panel,US adults,,ces;2016;guns,CES variable: guns_assaultban. US adults 18+.
CES_2016_guns_bgchecks,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2016,favor,Require background checks for gun purchases,guns,,90.3,9.7,80.6,64385,online_panel,US adults,,ces;2016;guns,CES variable: guns_bgchecks. US adults 18+.
CES_2016_guns_names,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2016,favor,Keep gun ownership public record/names,guns,,59.1,40.9,18.2,64217,online_panel,US adults,,ces;2016;guns,CES variable: guns_names. US adults 18+.
CES_2016_guns_permits,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2016,favor,Require permit for gun purchase,guns,,37.7,62.3,-24.6,64223,online_panel,US adults,,ces;2016;guns,CES variable: guns_permits. US adults 18+.
CES_2016_healthcare_aca,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2016,favor,Support the Affordable Care Act,healthcare,,53.8,46.2,7.6,64509,online_panel,US adults,,ces;2016;healthcare,CES variable: healthcare_aca. US adults 18+.
CES_2016_immig_border,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2016,favor,Increase border security,immigration,,49.3,50.7,-1.4,64600,online_panel,US adults,,ces;2016;immigration,CES variable: immig_border. US adults 18+.
CES_2016_immig_deport,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2016,favor,Deport undocumented immigrants,immigration,,40.6,59.4,-18.8,64600,online_panel,US adults,,ces;2016;immigration,CES variable: immig_deport. US adults 18+.
CES_2016_immig_employer,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2016,favor,Penalize employers hiring undocumented workers,immigration,,64.6,35.4,29.2,13269,online_panel,US adults,,ces;2016;immigration,CES variable: immig_employer. US adults 18+.
CES_2016_immig_legalize,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2016,favor,Legalize undocumented immigrants,immigration,,56.0,44.0,12.0,64600,online_panel,US adults,,ces;2016;immigration,CES variable: immig_legalize. US adults 18+.
CES_2017_abortion_20weeks,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2017,favor,Ban abortion after 20 weeks,abortion,,64.2,35.8,28.4,18181,online_panel,US adults,,ces;2017;abortion,CES variable: abortion_20weeks. US adults 18+.
CES_2017_abortion_always,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2017,favor,Abortion should be always available,abortion,,59.1,40.9,18.2,18185,online_panel,US adults,,ces;2017;abortion,CES variable: abortion_always. US adults 18+.
CES_2017_abortion_conditional,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2017,favor,Abortion should be conditional/limited,abortion,,42.5,57.5,-15.0,18181,online_panel,US adults,,ces;2017;abortion,CES variable: abortion_conditional. US adults 18+.
CES_2017_abortion_coverage,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2017,favor,Government insurance should cover abortion,abortion,,45.2,54.8,-9.6,18185,online_panel,US adults,,ces;2017;abortion,CES variable: abortion_coverage. US adults 18+.
CES_2017_abortion_expenditures,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2017,favor,Government should fund abortion expenditures,abortion,,45.4,54.6,-9.2,18182,online_panel,US adults,,ces;2017;abortion,CES variable: abortion_expenditures. US adults 18+.
CES_2017_abortion_prohibition,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2017,favor,Constitutional amendment to prohibit abortion,abortion,,17.2,82.8,-65.6,18184,online_panel,US adults,,ces;2017;abortion,CES variable: abortion_prohibition. US adults 18+.
CES_2017_approve_pres,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2017,approval,Approve of president's job performance,approval,presidential_approval,38.3,,,18200,online_panel,US adults,,ces;2017;approval,CES variable: pct_approve_pres. US adults 18+.
CES_2017_disapprove_pres,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2017,approval,Disapprove of president's job performance,approval,presidential_approval,61.7,,,18200,online_panel,US adults,,ces;2017;approval,CES variable: pct_disapprove_pres. US adults 18+.
CES_2017_somewhat_approve_pres,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2017,approval,Somewhat approve of president's job performance,approval,presidential_approval,17.3,,,18200,online_panel,US adults,,ces;2017;approval,CES variable: pct_somewhat_approve_pres. US adults 18+.
CES_2017_somewhat_disapprove_pres,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2017,approval,Somewhat disapprove of president's job performance,approval,presidential_approval,9.5,,,18200,online_panel,US adults,,ces;2017;approval,CES variable: pct_somewhat_disapprove_pres. US adults 18+.
CES_2017_strongly_approve_pres,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2017,approval,Strongly approve of president's job performance,approval,presidential_approval,21.0,,,18200,online_panel,US adults,,ces;2017;approval,CES variable: pct_strongly_approve_pres. US adults 18+.
CES_2017_strongly_disapprove_pres,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2017,approval,Strongly disapprove of president's job performance,approval,presidential_approval,52.2,,,18200,online_panel,US adults,,ces;2017;approval,CES variable: pct_strongly_disapprove_pres. US adults 18+.
CES_2017_economy_better,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2017,priority,Economy is better than last year,economy,economy_general,43.5,,,18200,online_panel,US adults,,ces;2017;economy,CES variable: pct_economy_better. US adults 18+.
CES_2017_economy_much_better,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2017,priority,Economy is much better than last year,economy,economy_general,12.6,,,18200,online_panel,US adults,,ces;2017;economy,CES variable: pct_economy_much_better. US adults 18+.
CES_2017_economy_much_worse,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2017,priority,Economy is much worse than last year,economy,economy_general,6.4,,,18200,online_panel,US adults,,ces;2017;economy,CES variable: pct_economy_much_worse. US adults 18+.
CES_2017_economy_same,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2017,priority,Economy is about the same as last year,economy,economy_general,33.8,,,18200,online_panel,US adults,,ces;2017;economy,CES variable: pct_economy_same. US adults 18+.
CES_2017_economy_worse,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2017,priority,Economy is worse than last year,economy,economy_general,22.7,,,18200,online_panel,US adults,,ces;2017;economy,CES variable: pct_economy_worse. US adults 18+.
CES_2017_enviro_airwateracts,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2017,favor,Support stricter air and water quality laws,environment,,62.8,37.2,25.6,18184,online_panel,US adults,,ces;2017;environment,CES variable: enviro_airwateracts. US adults 18+.
CES_2017_enviro_carbon,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2017,favor,Support limits on carbon emissions,environment,,67.7,32.3,35.4,18182,online_panel,US adults,,ces;2017;environment,CES variable: enviro_carbon. US adults 18+.
CES_2017_enviro_mpg_raise,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2017,favor,Support raising fuel efficiency standards,environment,,68.9,31.1,37.8,18187,online_panel,US adults,,ces;2017;environment,CES variable: enviro_mpg_raise. US adults 18+.
CES_2017_enviro_renewable,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2017,favor,Support requiring renewable energy,environment,,65.6,34.4,31.2,18190,online_panel,US adults,,ces;2017;environment,CES variable: enviro_renewable. US adults 18+.
CES_2017_guns_assaultban,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2017,favor,Ban assault weapons,guns,,70.0,30.0,40.0,18185,online_panel,US adults,,ces;2017;guns,CES variable: guns_assaultban. US adults 18+.
CES_2017_guns_bgchecks,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2017,favor,Require background checks for gun purchases,guns,,90.6,9.4,81.2,18188,online_panel,US adults,,ces;2017;guns,CES variable: guns_bgchecks. US adults 18+.
CES_2017_guns_names,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2017,favor,Keep gun ownership public record/names,guns,,54.6,45.4,9.2,18186,online_panel,US adults,,ces;2017;guns,CES variable: guns_names. US adults 18+.
CES_2017_guns_permits,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2017,favor,Require permit for gun purchase,guns,,37.5,62.5,-25.0,18188,online_panel,US adults,,ces;2017;guns,CES variable: guns_permits. US adults 18+.
CES_2017_healthcare_aca,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2017,favor,Support the Affordable Care Act,healthcare,,44.5,55.5,-11.0,18046,online_panel,US adults,,ces;2017;healthcare,CES variable: healthcare_aca. US adults 18+.
CES_2017_immig_border,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2017,favor,Increase border security,immigration,,42.6,57.4,-14.8,18200,online_panel,US adults,,ces;2017;immigration,CES variable: immig_border. US adults 18+.
CES_2017_immig_deport,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2017,favor,Deport undocumented immigrants,immigration,,37.2,62.8,-25.6,18200,online_panel,US adults,,ces;2017;immigration,CES variable: immig_deport. US adults 18+.
CES_2017_immig_employer,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2017,favor,Penalize employers hiring undocumented workers,immigration,,50.6,49.4,1.2,18200,online_panel,US adults,,ces;2017;immigration,CES variable: immig_employer. US adults 18+.
CES_2017_immig_legalize,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2017,favor,Legalize undocumented immigrants,immigration,,56.0,44.0,12.0,18200,online_panel,US adults,,ces;2017;immigration,CES variable: immig_legalize. US adults 18+.
CES_2017_immig_police,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2017,favor,Allow police to question immigration status,immigration,,27.9,72.1,-44.2,18200,online_panel,US adults,,ces;2017;immigration,CES variable: immig_police. US adults 18+.
CES_2017_immig_report,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2017,favor,Require reporting of undocumented immigrants,immigration,,38.4,61.6,-23.2,18200,online_panel,US adults,,ces;2017;immigration,CES variable: immig_report. US adults 18+.
CES_2017_immig_wall,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2017,favor,Build a border wall with Mexico,immigration,,27.9,72.1,-44.2,18200,online_panel,US adults,,ces;2017;immigration,CES variable: immig_wall. US adults 18+.
CES_2018_abortion_20weeks,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2018,favor,Ban abortion after 20 weeks,abortion,,63.9,36.1,27.8,59914,online_panel,US adults,,ces;2018;abortion,CES variable: abortion_20weeks. US adults 18+.
CES_2018_abortion_always,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2018,favor,Abortion should be always available,abortion,,59.7,40.3,19.4,59901,online_panel,US adults,,ces;2018;abortion,CES variable: abortion_always. US adults 18+.
CES_2018_abortion_conditional,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2018,favor,Abortion should be conditional/limited,abortion,,40.6,59.4,-18.8,59898,online_panel,US adults,,ces;2018;abortion,CES variable: abortion_conditional. US adults 18+.
CES_2018_abortion_coverage,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2018,favor,Government insurance should cover abortion,abortion,,43.4,56.6,-13.2,59937,online_panel,US adults,,ces;2018;abortion,CES variable: abortion_coverage. US adults 18+.
CES_2018_abortion_expenditures,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2018,favor,Government should fund abortion expenditures,abortion,,43.9,56.1,-12.2,59931,online_panel,US adults,,ces;2018;abortion,CES variable: abortion_expenditures. US adults 18+.
CES_2018_abortion_prohibition,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2018,favor,Constitutional amendment to prohibit abortion,abortion,,15.4,84.6,-69.2,59909,online_panel,US adults,,ces;2018;abortion,CES variable: abortion_prohibition. US adults 18+.
CES_2018_approve_pres,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2018,approval,Approve of president's job performance,approval,presidential_approval,42.0,,,60000,online_panel,US adults,,ces;2018;approval,CES variable: pct_approve_pres. US adults 18+.
CES_2018_disapprove_pres,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2018,approval,Disapprove of president's job performance,approval,presidential_approval,58.0,,,60000,online_panel,US adults,,ces;2018;approval,CES variable: pct_disapprove_pres. US adults 18+.
CES_2018_somewhat_approve_pres,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2018,approval,Somewhat approve of president's job performance,approval,presidential_approval,16.2,,,60000,online_panel,US adults,,ces;2018;approval,CES variable: pct_somewhat_approve_pres. US adults 18+.
CES_2018_somewhat_disapprove_pres,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2018,approval,Somewhat disapprove of president's job performance,approval,presidential_approval,9.0,,,60000,online_panel,US adults,,ces;2018;approval,CES variable: pct_somewhat_disapprove_pres. US adults 18+.
CES_2018_strongly_approve_pres,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2018,approval,Strongly approve of president's job performance,approval,presidential_approval,25.8,,,60000,online_panel,US adults,,ces;2018;approval,CES variable: pct_strongly_approve_pres. US adults 18+.
CES_2018_strongly_disapprove_pres,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2018,approval,Strongly disapprove of president's job performance,approval,presidential_approval,49.0,,,60000,online_panel,US adults,,ces;2018;approval,CES variable: pct_strongly_disapprove_pres. US adults 18+.
CES_2018_economy_better,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2018,priority,Economy is better than last year,economy,economy_general,47.6,,,60000,online_panel,US adults,,ces;2018;economy,CES variable: pct_economy_better. US adults 18+.
CES_2018_economy_much_better,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2018,priority,Economy is much better than last year,economy,economy_general,20.8,,,60000,online_panel,US adults,,ces;2018;economy,CES variable: pct_economy_much_better. US adults 18+.
CES_2018_economy_much_worse,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2018,priority,Economy is much worse than last year,economy,economy_general,5.9,,,60000,online_panel,US adults,,ces;2018;economy,CES variable: pct_economy_much_worse. US adults 18+.
CES_2018_economy_same,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2018,priority,Economy is about the same as last year,economy,economy_general,29.7,,,60000,online_panel,US adults,,ces;2018;economy,CES variable: pct_economy_same. US adults 18+.
CES_2018_economy_worse,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2018,priority,Economy is worse than last year,economy,economy_general,22.7,,,60000,online_panel,US adults,,ces;2018;economy,CES variable: pct_economy_worse. US adults 18+.
CES_2018_enviro_airwateracts,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2018,favor,Support stricter air and water quality laws,environment,,58.4,41.6,16.8,51544,online_panel,US adults,,ces;2018;environment,CES variable: enviro_airwateracts. US adults 18+.
CES_2018_enviro_carbon,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2018,favor,Support limits on carbon emissions,environment,,65.4,34.6,30.8,51483,online_panel,US adults,,ces;2018;environment,CES variable: enviro_carbon. US adults 18+.
CES_2018_enviro_mpg_raise,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2018,favor,Support raising fuel efficiency standards,environment,,32.1,67.9,-35.8,51501,online_panel,US adults,,ces;2018;environment,CES variable: enviro_mpg_raise. US adults 18+.
CES_2018_enviro_renewable,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2018,favor,Support requiring renewable energy,environment,,61.3,38.7,22.6,51524,online_panel,US adults,,ces;2018;environment,CES variable: enviro_renewable. US adults 18+.
CES_2018_guns_assaultban,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2018,favor,Ban assault weapons,guns,,65.6,34.4,31.2,59564,online_panel,US adults,,ces;2018;guns,CES variable: guns_assaultban. US adults 18+.
CES_2018_guns_bgchecks,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2018,favor,Require background checks for gun purchases,guns,,90.4,9.6,80.8,59717,online_panel,US adults,,ces;2018;guns,CES variable: guns_bgchecks. US adults 18+.
CES_2018_guns_permits,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2018,favor,Require permit for gun purchase,guns,,34.5,65.5,-31.0,59590,online_panel,US adults,,ces;2018;guns,CES variable: guns_permits. US adults 18+.
CES_2018_healthcare_aca,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2018,favor,Support the Affordable Care Act,healthcare,,41.5,58.5,-17.0,59926,online_panel,US adults,,ces;2018;healthcare,CES variable: healthcare_aca. US adults 18+.
CES_2018_healthcare_medicare,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2018,favor,Support government health insurance/Medicare for All,healthcare,,68.9,31.1,37.8,59917,online_panel,US adults,,ces;2018;healthcare,CES variable: healthcare_medicare. US adults 18+.
CES_2018_immig_reduce,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2018,favor,Reduce legal immigration levels,immigration,,42.2,57.8,-15.6,58666,online_panel,US adults,,ces;2018;immigration,CES variable: immig_reduce. US adults 18+.
