poll_id,source,source_url,date,question_type,question_wording,topic,issue_area,support_pct,oppose_pct,net,sample_size,methodology,population,moe,tags,notes
CES_2013_guns_assaultban,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2013,favor,Ban assault weapons,guns,,63.4,36.6,26.8,16200,online_panel,US adults,,ces;2013;guns,CES variable: guns_assaultban. US adults 18+.
CES_2013_guns_bgchecks,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2013,favor,Require background checks for gun purchases,guns,,86.6,13.4,73.2,16320,online_panel,US adults,,ces;2013;guns,CES variable: guns_bgchecks. US adults 18+.
CES_2013_guns_names,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2013,favor,Keep gun ownership public record/names,guns,,60.4,39.6,20.8,16269,online_panel,US adults,,ces;2013;guns,CES variable: guns_names. US adults 18+.
CES_2013_guns_permits,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2013,favor,Require permit for gun purchase,guns,,38.7,61.3,-22.6,16254,online_panel,US adults,,ces;2013;guns,CES variable: guns_permits. US adults 18+.
CES_2013_healthcare_aca,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2013,favor,Support the Affordable Care Act,healthcare,,53.7,46.3,7.4,15827,online_panel,US adults,,ces;2013;healthcare,CES variable: healthcare_aca. US adults 18+.
CES_2013_immig_border,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2013,favor,Increase border security,immigration,,53.5,46.5,7.0,16400,online_panel,US adults,,ces;2013;immigration,CES variable: immig_border. US adults 18+.
CES_2013_immig_employer,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2013,favor,Penalize employers hiring undocumented workers,immigration,,62.9,37.1,25.8,16400,online_panel,US adults,,ces;2013;immigration,CES variable: immig_employer. US adults 18+.
CES_2013_immig_legalize,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2013,favor,Legalize undocumented immigrants,immigration,,46.8,53.2,-6.4,16400,online_panel,US adults,,ces;2013;immigration,CES variable: immig_legalize. US adults 18+.
CES_2013_immig_police,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2013,favor,Allow police to question immigration status,immigration,,36.6,63.4,-26.8,16400,online_panel,US adults,,ces;2013;immigration,CES variable: immig_police. US adults 18+.
CES_2013_immig_services,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2013,favor,Deny social services to undocumented immigrants,immigration,,31.0,69.0,-38.0,16400,online_panel,US adults,,ces;2013;immigration,CES variable: immig_services. US adults 18+.
CES_2014_abortion_20weeks,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2014,favor,Ban abortion after 20 weeks,abortion,,66.9,33.1,33.8,55421,online_panel,US adults,,ces;2014;abortion,CES variable: abortion_20weeks. US adults 18+.
CES_2014_abortion_always,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2014,favor,Abortion should be always available,abortion,,59.8,40.2,19.6,55678,online_panel,US adults,,ces;2014;abortion,CES variable: abortion_always. US adults 18+.
CES_2014_abortion_conditional,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2014,favor,Abortion should be conditional/limited,abortion,,47.3,52.7,-5.4,55364,online_panel,US adults,,ces;2014;abortion,CES variable: abortion_conditional. US adults 18+.
CES_2014_abortion_coverage,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2014,favor,Government insurance should cover abortion,abortion,,45.6,54.4,-8.8,55639,online_panel,US adults,,ces;2014;abortion,CES variable: abortion_coverage. US adults 18+.
CES_2014_abortion_expenditures,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2014,favor,Government should fund abortion expenditures,abortion,,47.8,52.2,-4.4,55465,online_panel,US adults,,ces;2014;abortion,CES variable: abortion_expenditures. US adults 18+.
CES_2014_approve_pres,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2014,approval,Approve of president's job performance,approval,presidential_approval,45.3,,,56200,online_panel,US adults,,ces;2014;approval,CES variable: pct_approve_pres. US adults 18+.
CES_2014_disapprove_pres,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2014,approval,Disapprove of president's job performance,approval,presidential_approval,54.7,,,56200,online_panel,US adults,,ces;2014;approval,CES variable: pct_disapprove_pres. US adults 18+.
CES_2014_somewhat_approve_pres,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2014,approval,Somewhat approve of president's job performance,approval,presidential_approval,28.1,,,56200,online_panel,US adults,,ces;2014;approval,CES variable: pct_somewhat_approve_pres. US adults 18+.
CES_2014_somewhat_disapprove_pres,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2014,approval,Somewhat disapprove of president's job performance,approval,presidential_approval,12.9,,,56200,online_panel,US adults,,ces;2014;approval,CES variable: pct_somewhat_disapprove_pres. US adults 18+.
CES_2014_strongly_approve_pres,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2014,approval,Strongly approve of president's job performance,approval,presidential_approval,17.3,,,56200,online_panel,US adults,,ces;2014;approval,CES variable: pct_strongly_approve_pres. US adults 18+.
CES_2014_strongly_disapprove_pres,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2014,approval,Strongly disapprove of president's job performance,approval,presidential_approval,41.8,,,56200,online_panel,US adults,,ces;2014;approval,CES variable: pct_strongly_disapprove_pres. US adults 18+.
CES_2014_economy_better,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2014,priority,Economy is better than last year,economy,economy_general,32.5,,,56200,online_panel,US adults,,ces;2014;economy,CES variable: pct_economy_better. US adults 18+.
CES_2014_economy_much_better,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2014,priority,Economy is much better than last year,economy,economy_general,3.9,,,56200,online_panel,US adults,,ces;2014;economy,CES variable: pct_economy_much_better. US adults 18+.
CES_2014_economy_much_worse,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2014,priority,Economy is much worse than last year,economy,economy_general,9.9,,,56200,online_panel,US adults,,ces;2014;economy,CES variable: pct_economy_much_worse. US adults 18+.
CES_2014_economy_same,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2014,priority,Economy is about the same as last year,economy,economy_general,32.7,,,56200,online_panel,US adults,,ces;2014;economy,CES variable: pct_economy_same. US adults 18+.
CES_2014_economy_worse,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2014,priority,Economy is worse than last year,economy,economy_general,34.8,,,56200,online_panel,US adults,,ces;2014;economy,CES variable: pct_economy_worse. US adults 18+.
CES_2014_enviro_airwateracts,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2014,favor,Support stricter air and water quality laws,environment,,48.8,51.2,-2.4,55406,online_panel,US adults,,ces;2014;environment,CES variable: enviro_airwateracts. US adults 18+.
CES_2014_enviro_carbon,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2014,favor,Support limits on carbon emissions,environment,,69.8,30.2,39.6,55381,online_panel,US adults,,ces;2014;environment,CES variable: enviro_carbon. US adults 18+.
CES_2014_enviro_mpg_raise,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2014,favor,Support raising fuel efficiency standards,environment,,70.6,29.4,41.2,55439,online_panel,US adults,,ces;2014;environment,CES variable: enviro_mpg_raise. US adults 18+.
CES_2014_enviro_renewable,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2014,favor,Support requiring renewable energy,environment,,59.3,40.7,18.6,55503,online_panel,US adults,,ces;2014;environment,CES variable: enviro_renewable. US adults 18+.
CES_2014_military_democracy,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2014,favor,Use military to promote democracy abroad,foreign_policy,,15.0,85.0,-70.0,48888,online_panel,US adults,,ces;2014;foreign_policy,CES variable: military_democracy. US adults 18+.
CES_2014_military_genocide,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2014,favor,Use military to stop genocide,foreign_policy,,36.8,63.2,-26.4,48888,online_panel,US adults,,ces;2014;foreign_policy,CES variable: military_genocide. US adults 18+.
CES_2014_military_helpun,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2014,favor,Use military to help UN peacekeeping,foreign_policy,,41.1,58.9,-17.8,48888,online_panel,US adults,,ces;2014;foreign_policy,CES variable: military_helpun. US adults 18+.
CES_2014_military_oil,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2014,favor,Use military to secure oil supplies,foreign_policy,,20.2,79.8,-59.6,48888,online_panel,US adults,,ces;2014;foreign_policy,CES variable: military_oil. US adults 18+.
CES_2014_military_protectallies,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2014,favor,Use military to protect allies,foreign_policy,,67.4,32.6,34.8,48888,online_panel,US adults,,ces;2014;foreign_policy,CES variable: military_protectallies. US adults 18+.
CES_2014_military_terroristcamp,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2014,favor,Use military against terrorist camps,foreign_policy,,61.0,39.0,22.0,48888,online_panel,US adults,,ces;2014;foreign_policy,CES variable: military_terroristcamp. US adults 18+.
CES_2014_gaymarriage_legalize,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2014,favor,Support legalizing gay marriage,gay_marriage,,58.9,41.1,17.8,55670,online_panel,US adults,,ces;2014;gay_marriage,CES variable: gaymarriage_legalize. US adults 18+.
CES_2014_guns_assaultban,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2014,favor,Ban assault weapons,guns,,64.5,35.5,29.0,55732,online_panel,US adults,,ces;2014;guns,CES variable: guns_assaultban. US adults 18+.
CES_2014_guns_bgchecks,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2014,favor,Require background checks for gun purchases,guns,,87.5,12.5,75.0,55965,online_panel,US adults,,ces;2014;guns,CES variable: guns_bgchecks. US adults 18+.
CES_2014_guns_names,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2014,favor,Keep gun ownership public record/names,guns,,57.4,42.6,14.8,55866,online_panel,US adults,,ces;2014;guns,CES variable: guns_names. US adults 18+.
CES_2014_guns_permits,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2014,favor,Require permit for gun purchase,guns,,38.7,61.3,-22.6,55856,online_panel,US adults,,ces;2014;guns,CES variable: guns_permits. US adults 18+.
CES_2014_healthcare_aca,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2014,favor,Support the Affordable Care Act,healthcare,,48.1,51.9,-3.8,55829,online_panel,US adults,,ces;2014;healthcare,CES variable: healthcare_aca. US adults 18+.
CES_2014_immig_border,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2014,favor,Increase border security,immigration,,56.4,43.6,12.8,56200,online_panel,US adults,,ces;2014;immigration,CES variable: immig_border. US adults 18+.
CES_2014_immig_deport,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2014,favor,Deport undocumented immigrants,immigration,,54.4,45.6,8.8,56200,online_panel,US adults,,ces;2014;immigration,CES variable: immig_deport. US adults 18+.
CES_2014_immig_employer,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2014,favor,Penalize employers hiring undocumented workers,immigration,,60.5,39.5,21.0,56200,online_panel,US adults,,ces;2014;immigration,CES variable: immig_employer. US adults 18+.
CES_2014_immig_legalize,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2014,favor,Legalize undocumented immigrants,immigration,,48.0,52.0,-4.0,56200,online_panel,US adults,,ces;2014;immigration,CES variable: immig_legalize. US adults 18+.
CES_2014_immig_police,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2014,favor,Allow police to question immigration status,immigration,,35.1,64.9,-29.8,56200,online_panel,US adults,,ces;2014;immigration,CES variable: immig_police. US adults 18+.
CES_2015_abortion_20weeks,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2015,favor,Ban abortion after 20 weeks,abortion,,68.8,31.2,37.6,14067,online_panel,US adults,,ces;2015;abortion,CES variable: abortion_20weeks. US adults 18+.
CES_2015_abortion_always,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2015,favor,Abortion should be always available,abortion,,56.1,43.9,12.2,14107,online_panel,US adults,,ces;2015;abortion,CES variable: abortion_always. US adults 18+.
CES_2015_abortion_conditional,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2015,favor,Abortion should be conditional/limited,abortion,,44.4,55.6,-11.2,14069,online_panel,US adults,,ces;2015;abortion,CES variable: abortion_conditional. US adults 18+.
CES_2015_abortion_coverage,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2015,favor,Government insurance should cover abortion,abortion,,48.6,51.4,-2.8,14102,online_panel,US adults,,ces;2015;abortion,CES variable: abortion_coverage. US adults 18+.
CES_2015_abortion_expenditures,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2015,favor,Government should fund abortion expenditures,abortion,,50.0,50.0,0.0,14059,online_panel,US adults,,ces;2015;abortion,CES variable: abortion_expenditures. US adults 18+.
CES_2015_abortion_prohibition,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2015,favor,Constitutional amendment to prohibit abortion,abortion,,18.5,81.5,-63.0,14036,online_panel,US adults,,ces;2015;abortion,CES variable: abortion_prohibition. US adults 18+.
CES_2015_approve_pres,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2015,approval,Approve of president's job performance,approval,presidential_approval,47.4,,,14250,online_panel,US adults,,ces;2015;approval,CES variable: pct_approve_pres. US adults 18+.
CES_2015_disapprove_pres,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2015,approval,Disapprove of president's job performance,approval,presidential_approval,52.6,,,14250,online_panel,US adults,,ces;2015;approval,CES variable: pct_disapprove_pres. US adults 18+.
CES_2015_somewhat_approve_pres,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2015,approval,Somewhat approve of president's job performance,approval,presidential_approval,26.7,,,14250,online_panel,US adults,,ces;2015;approval,CES variable: pct_somewhat_approve_pres. US adults 18+.
CES_2015_somewhat_disapprove_pres,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2015,approval,Somewhat disapprove of president's job performance,approval,presidential_approval,11.2,,,14250,online_panel,US adults,,ces;2015;approval,CES variable: pct_somewhat_disapprove_pres. US adults 18+.
CES_2015_strongly_approve_pres,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2015,approval,Strongly approve of president's job performance,approval,presidential_approval,20.7,,,14250,online_panel,US adults,,ces;2015;approval,CES variable: pct_strongly_approve_pres. US adults 18+.
CES_2015_strongly_disapprove_pres,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2015,approval,Strongly disapprove of president's job performance,approval,presidential_approval,41.4,,,14250,online_panel,US adults,,ces;2015;approval,CES variable: pct_strongly_disapprove_pres. US adults 18+.
CES_2015_economy_better,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2015,priority,Economy is better than last year,economy,economy_general,34.8,,,14250,online_panel,US adults,,ces;2015;economy,CES variable: pct_economy_better. US adults 18+.
CES_2015_economy_much_better,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2015,priority,Economy is much better than last year,economy,economy_general,6.6,,,14250,online_panel,US adults,,ces;2015;economy,CES variable: pct_economy_much_better. US adults 18+.
CES_2015_economy_much_worse,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2015,priority,Economy is much worse than last year,economy,economy_general,14.0,,,14250,online_panel,US adults,,ces;2015;economy,CES variable: pct_economy_much_worse. US adults 18+.
CES_2015_economy_same,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2015,priority,Economy is about the same as last year,economy,economy_general,30.2,,,14250,online_panel,US adults,,ces;2015;economy,CES variable: pct_economy_same. US adults 18+.
CES_2015_economy_worse,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2015,priority,Economy is worse than last year,economy,economy_general,34.9,,,14250,online_panel,US adults,,ces;2015;economy,CES variable: pct_economy_worse. US adults 18+.
CES_2015_enviro_airwateracts,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2015,favor,Support stricter air and water quality laws,environment,,54.0,46.0,8.0,14047,online_panel,US adults,,ces;2015;environment,CES variable: enviro_airwateracts. US adults 18+.
CES_2015_enviro_carbon,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2015,favor,Support limits on carbon emissions,environment,,63.9,36.1,27.8,14047,online_panel,US adults,,ces;2015;environment,CES variable: enviro_carbon. US adults 18+.
CES_2015_enviro_mpg_raise,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2015,favor,Support raising fuel efficiency standards,environment,,68.5,31.5,37.0,14064,online_panel,US adults,,ces;2015;environment,CES variable: enviro_mpg_raise. US adults 18+.
CES_2015_enviro_renewable,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2015,favor,Support requiring renewable energy,environment,,61.4,38.6,22.8,14077,online_panel,US adults,,ces;2015;environment,CES variable: enviro_renewable. US adults 18+.
CES_2015_military_democracy,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2015,favor,Use military to promote democracy abroad,foreign_policy,,15.6,84.4,-68.8,14250,online_panel,US adults,,ces;2015;foreign_policy,CES variable: military_democracy. US adults 18+.
CES_2015_military_genocide,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2015,favor,Use military to stop genocide,foreign_policy,,43.2,56.8,-13.6,14250,online_panel,US adults,,ces;2015;foreign_policy,CES variable: military_genocide. US adults 18+.
CES_2015_military_helpun,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2015,favor,Use military to help UN peacekeeping,foreign_policy,,47.1,52.9,-5.8,14250,online_panel,US adults,,ces;2015;foreign_policy,CES variable: military_helpun. US adults 18+.
CES_2015_military_oil,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2015,favor,Use military to secure oil supplies,foreign_policy,,21.2,78.8,-57.6,14250,online_panel,US adults,,ces;2015;foreign_policy,CES variable: military_oil. US adults 18+.
CES_2015_military_protectallies,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2015,favor,Use military to protect allies,foreign_policy,,72.5,27.5,45.0,14250,online_panel,US adults,,ces;2015;foreign_policy,CES variable: military_protectallies. US adults 18+.
CES_2015_military_terroristcamp,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2015,favor,Use military against terrorist camps,foreign_policy,,69.1,30.9,38.2,14250,online_panel,US adults,,ces;2015;foreign_policy,CES variable: military_terroristcamp. US adults 18+.
CES_2015_gaymarriage_legalize,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2015,favor,Support legalizing gay marriage,gay_marriage,,58.5,41.5,17.0,14089,online_panel,US adults,,ces;2015;gay_marriage,CES variable: gaymarriage_legalize. US adults 18+.
CES_2015_guns_assaultban,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2015,favor,Ban assault weapons,guns,,63.2,36.8,26.4,14155,online_panel,US adults,,ces;2015;guns,CES variable: guns_assaultban. US adults 18+.
CES_2015_guns_bgchecks,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2015,favor,Require background checks for gun purchases,guns,,87.0,13.0,74.0,14174,online_panel,US adults,,ces;2015;guns,CES variable: guns_bgchecks. US adults 18+.
CES_2015_guns_names,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2015,favor,Keep gun ownership public record/names,guns,,59.4,40.6,18.8,14154,online_panel,US adults,,ces;2015;guns,CES variable: guns_names. US adults 18+.
CES_2015_guns_permits,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2015,favor,Require permit for gun purchase,guns,,41.0,59.0,-18.0,14156,online_panel,US adults,,ces;2015;guns,CES variable: guns_permits. US adults 18+.
CES_2015_healthcare_aca,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2015,favor,Support the Affordable Care Act,healthcare,,56.1,43.9,12.2,14047,online_panel,US adults,,ces;2015;healthcare,CES variable: healthcare_aca. US adults 18+.
CES_2015_immig_border,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2015,favor,Increase border security,immigration,,53.3,46.7,6.6,14250,online_panel,US adults,,ces;2015;immigration,CES variable: immig_border. US adults 18+.
CES_2015_immig_deport,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2015,favor,Deport undocumented immigrants,immigration,,50.3,49.7,0.6,14250,online_panel,US adults,,ces;2015;immigration,CES variable: immig_deport. US adults 18+.
CES_2015_immig_employer,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2015,favor,Penalize employers hiring undocumented workers,immigration,,58.9,41.1,17.8,14250,online_panel,US adults,,ces;2015;immigration,CES variable: immig_employer. US adults 18+.
CES_2015_immig_legalize,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2015,favor,Legalize undocumented immigrants,immigration,,50.2,49.8,0.4,14250,online_panel,US adults,,ces;2015;immigration,CES variable: immig_legalize. US adults 18+.
CES_2015_immig_police,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2015,favor,Allow police to question immigration status,immigration,,35.4,64.6,-29.2,14250,online_panel,US adults,,ces;2015;immigration,CES variable: immig_police. US adults 18+.
CES_2016_abortion_20weeks,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2016,favor,Ban abortion after 20 weeks,abortion,,60.5,39.5,21.0,64518,online_panel,US adults,,ces;2016;abortion,CES variable: abortion_20weeks. US adults 18+.
CES_2016_abortion_always,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2016,favor,Abortion should be always available,abortion,,61.7,38.3,23.4,64538,online_panel,US adults,,ces;2016;abortion,CES variable: abortion_always. US adults 18+.
CES_2016_abortion_conditional,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2016,favor,Abortion should be conditional/limited,abortion,,45.9,54.1,-8.2,64508,online_panel,US adults,,ces;2016;abortion,CES variable: abortion_conditional. US adults 18+.
CES_2016_abortion_coverage,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2016,favor,Government insurance should cover abortion,abortion,,43.6,56.4,-12.8,64538,online_panel,US adults,,ces;2016;abortion,CES variable: abortion_coverage. US adults 18+.
CES_2016_abortion_expenditures,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2016,favor,Government should fund abortion expenditures,abortion,,45.3,54.7,-9.4,64538,online_panel,US adults,,ces;2016;abortion,CES variable: abortion_expenditures. US adults 18+.
CES_2016_abortion_prohibition,CES (Cooperative Election Study),https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/II2DB6,2016,favor,Constitutional amendment to prohibit abortion,abortion,,15.7,84.3,-68.6,64513,online_panel,US adults,,ces;2016;abortion,CES variable: abortion_prohibition. US adults 18+.
